Table 5. CRISPR Scores from Ba/F3 cells								
Gene	sgRNAs included	-IL-3 CS	+IL-3 CS	Differential CS	-IL-3 CS	+IL-3 CS	Differential CS	Average Differential CS
Utp14a	9	-1,752	-0,831	-0,921	-2,078	-0,89	-1,188	-1,0545
Ccdc12	9	-2,202	-1,663	-0,539	-3,705	-2,135	-1,57	-1,0545
Drd3	9	-1,052	-0,41	-0,642	-2,345	-0,878	-1,467	-1,0545
Ipo11	10	-4,526	-4,173	-0,353	-6,406	-4,651	-1,755	-1,054
Sde2	8	-2,276	-1,687	-0,589	-3,136	-1,618	-1,518	-1,0535
Hist2h3b	10	-4,535	-3,868	-0,667	-5,222	-3,788	-1,434	-1,0505
Nrd1	9	-1,439	-0,787	-0,652	-2,564	-1,118	-1,446	-1,049
Nr4a3	10	-0,942	-0,27	-0,672	-1,835	-0,409	-1,426	-1,049
Srsf1	8	-5,916	-5,103	-0,813	-5,644	-4,36	-1,284	-1,0485
Nol6	9	-3,855	-3,937	0,082	-5,693	-3,518	-2,175	-1,0465
Polr2f	10	-3,926	-3,053	-0,873	-4,898	-3,689	-1,209	-1,041
Zbtb17	9	-2,392	-2,315	-0,077	-3,645	-1,64	-2,005	-1,041
Psmc4	10	-6,22	-5,291	-0,929	-6,671	-5,522	-1,149	-1,039
Ube4b	9	-1,356	-0,793	-0,563	-2,728	-1,219	-1,509	-1,036
Map2k3	10	-0,477	0,813	-1,29	-0,347	0,431	-0,778	-1,034
Lypla2	10	-0,737	-0,15	-0,587	-1,634	-0,153	-1,481	-1,034
Cox7b	9	-3,338	-2,243	-1,095	-3,689	-2,719	-0,97	-1,0325
E4f1	9	-1,043	-0,301	-0,742	-1,675	-0,356	-1,319	-1,0305
Pdxk	9	-3,272	-2,133	-1,139	-4,652	-3,734	-0,918	-1,0285
2410141K09Rik	6	-3,34	-3,091	-0,249	-4,383	-2,578	-1,805	-1,027
Hist1h4k	8	-2,601	-2,407	-0,194	-4,637	-2,784	-1,853	-1,0235
Mgrn1	7	-0,828	0,001	-0,829	-1,674	-0,457	-1,217	-1,023
Ptp4a2	10	-0,686	0,307	-0,993	-0,795	0,255	-1,05	-1,0215
Psmb7	10	-5,39	-5,163	-0,227	-6,718	-4,903	-1,815	-1,021
Gm904	7	-1,296	-1,26	-0,036	-3,14	-1,135	-2,005	-1,0205
Ptp4a1	10	-0,813	0,437	-1,25	-1,097	-0,307	-0,79	-1,02
Rqcd1	10	-1,09	0,151	-1,241	-0,754	0,043	-0,797	-1,019
Flcn	10	-3,36	-2,139	-1,221	-3,529	-2,712	-0,817	-1,019
C330007P06Rik	10	-2,815	-1,592	-1,223	-2,848	-2,034	-0,814	-1,0185
Znrd1	9	-4,159	-2,974	-1,185	-4,895	-4,045	-0,85	-1,0175
Hist1h2ai	6	-2,849	-2,733	-0,116	-4,891	-2,974	-1,917	-1,0165
Ncoa5	9	-0,896	-0,03	-0,866	-0,757	0,409	-1,166	-1,016
Ssb	7	-2,958	-2,605	-0,353	-4,266	-2,587	-1,679	-1,016
Elp2	9	-2,758	-1,679	-1,079	-2,669	-1,719	-0,95	-1,0145
Zc3h14	9	-0,329	0,458	-0,787	-1,114	0,124	-1,238	-1,0125
Gjd3	7	-1,012	-0,327	-0,685	-1,932	-0,596	-1,336	-1,0105
Ppat	10	-5,797	-5,434	-0,363	-6,497	-4,842	-1,655	-1,009
Sigirr	10	-0,81	0,218	-1,028	-0,635	0,349	-0,984	-1,006
Sirt6	9	-1,925	-1,425	-0,5	-3,254	-1,748	-1,506	-1,003
Naa40	8	-0,935	0,173	-1,108	-0,963	-0,072	-0,891	-0,9995
Kdm5c	9	-1,288	-0,395	-0,893	-2,194	-1,095	-1,099	-0,996
Rpf1	10	-2,853	-1,977	-0,876	-4,004	-2,888	-1,116	-0,996
Tbc1d24	10	-0,087	0,549	-0,636	-0,275	1,078	-1,353	-0,9945
Zfp142	9	-1,054	-0,659	-0,395	-1,837	-0,244	-1,593	-0,994
Ube2a	8	-0,749	-0,054	-0,695	-1,328	-0,04	-1,288	-0,9915
Rnaseh2b	10	-2,933	-2,211	-0,722	-4,147	-2,887	-1,26	-0,991
Ivns1abp	10	-0,808	-0,136	-0,672	-1,491	-0,182	-1,309	-0,9905
Epc2	8	-0,914	-0,357	-0,557	-1,561	-0,139	-1,422	-0,9895
Pogz	8	-1,717	-0,833	-0,884	-2,521	-1,428	-1,093	-0,9885
Chmp2a	8	-4,507	-3,894	-0,613	-4,141	-2,778	-1,363	-0,988
Vps33b	10	-1,807	-0,878	-0,929	-2,493	-1,448	-1,045	-0,987
Trmt1	9	-0,847	0,068	-0,915	-1,379	-0,322	-1,057	-0,986
Lce3a	10	-1,335	-0,548	-0,787	-1,904	-0,726	-1,178	-0,9825
Rrp9	10	-3,82	-3,046	-0,774	-4,537	-3,346	-1,191	-0,9825
Zc3h7a	8	-1,585	-0,896	-0,689	-2,541	-1,268	-1,273	-0,981
Rps27a	8	-4,334	-4,055	-0,279	-5,503	-3,821	-1,682	-0,9805
Pigc	10	-0,856	-0,376	-0,48	-1,864	-0,387	-1,477	-0,9785
Gm8300	4	-2,786	-1,442	-1,344	-3,859	-3,252	-0,607	-0,9755
Mbtd1	8	0,101	0,806	-0,705	0,03	1,274	-1,244	-0,9745
Gas8	7	-0,128	0,041	-0,169	-1,956	-0,178	-1,778	-0,9735
Sos2	10	0,312	0,669	-0,357	-0,764	0,824	-1,588	-0,9725
Fdxr	10	-3,72	-3,467	-0,253	-4,589	-2,899	-1,69	-0,9715
Tgoln2	10	-0,107	0,416	-0,523	-0,955	0,465	-1,42	-0,9715
Tgoln1	10	-0,107	0,416	-0,523	-0,955	0,465	-1,42	-0,9715
Lin7c	9	-0,137	0,527	-0,664	-0,635	0,641	-1,276	-0,97
Tbl3	10	-5,637	-4,968	-0,669	-5,982	-4,711	-1,271	-0,97
Wdr44	8	-0,56	0,16	-0,72	-1,424	-0,207	-1,217	-0,9685
Commd7	10	0,045	0,803	-0,758	-0,33	0,843	-1,173	-0,9655
Coq4	8	-2,641	-2,543	-0,098	-4,149	-2,323	-1,826	-0,962
Defa6	7	-1,269	-0,643	-0,626	-2,376	-1,078	-1,298	-0,962
Defa24	7	-1,269	-0,643	-0,626	-2,376	-1,078	-1,298	-0,962
Elp4	9	-2,121	-1,287	-0,834	-2,099	-1,01	-1,089	-0,9615
Raly	9	-1,684	-0,782	-0,902	-2,279	-1,261	-1,018	-0,96
Ccar1	10	-2,542	-1,734	-0,808	-3,061	-1,953	-1,108	-0,958
Rnf44	10	-0,928	-0,242	-0,686	-1,535	-0,307	-1,228	-0,957
Whsc1l1	9	-3,153	-2,045	-1,108	-3,936	-3,131	-0,805	-0,9565
Prpf38b	9	-4,306	-3,903	-0,403	-5,142	-3,632	-1,51	-0,9565
Pptc7	10	-1,568	-0,688	-0,88	-3,211	-2,178	-1,033	-0,9565
Usp24	10	-0,992	-0,053	-0,939	-0,969	0,005	-0,974	-0,9565
Pet2	10	-2,012	-1,272	-0,74	-3,091	-1,92	-1,171	-0,9555
Rpap1	9	-2,552	-2,207	-0,345	-4,13	-2,566	-1,564	-0,9545
Chgb	8	-1,405	-1,229	-0,176	-2,882	-1,149	-1,733	-0,9545
Psd4	9	-1,121	-0,223	-0,898	-1,315	-0,304	-1,011	-0,9545
Pgs1	10	-3,652	-2,959	-0,693	-4,383	-3,169	-1,214	-0,9535
Ccnh	9	-3,563	-2,982	-0,581	-4,614	-3,288	-1,326	-0,9535
Copa	6	-2,444	-2,311	-0,133	-3,727	-1,953	-1,774	-0,9535
Morf4l2	9	-1,61	-1,05	-0,56	-2,858	-1,513	-1,345	-0,9525
Eif4a1	10	-5,612	-4,885	-0,727	-6,389	-5,211	-1,178	-0,9525
Ccdc47	9	-1,148	-0,103	-1,045	-1,313	-0,453	-0,86	-0,9525
Palb2	10	-1,762	-1,071	-0,691	-2,523	-1,31	-1,213	-0,952
Polr2h	10	-4,631	-4,303	-0,328	-6,076	-4,502	-1,574	-0,951
Cdkn1a	10	0,69	1,369	-0,679	1,068	2,29	-1,222	-0,9505
Snx3	8	-0,072	0,541	-0,613	-0,469	0,814	-1,283	-0,948
Ehmt2	9	-2,506	-2,242	-0,264	-3,431	-1,801	-1,63	-0,947
Bloc1s5	8	-0,676	-0,176	-0,5	-1,499	-0,107	-1,392	-0,946
Pno1	8	-3,855	-3,325	-0,53	-3,886	-2,528	-1,358	-0,944
Zfr	7	-1,268	-0,247	-1,021	-1,688	-0,822	-0,866	-0,9435
Tbcc	7	-5,671	-4,373	-1,298	-5,063	-4,474	-0,589	-0,9435
Zswim8	7	-0,352	0,799	-1,151	-0,356	0,379	-0,735	-0,943
Zfp59	9	-1,718	-1,183	-0,535	-2,164	-0,821	-1,343	-0,939
Mroh2a	9	-1,9	-1,024	-0,876	-2,233	-1,232	-1,001	-0,9385
Zfyve20	8	-2,195	-1,95	-0,245	-3,381	-1,749	-1,632	-0,9385
Nrf1	10	-4,007	-3,114	-0,893	-4,14	-3,16	-0,98	-0,9365
Cyp4f14	9	-1,051	-0,335	-0,716	-1,566	-0,41	-1,156	-0,936
Tbc1d17	9	-1,295	-0,431	-0,864	-1,735	-0,728	-1,007	-0,9355
Bbc3	10	-1,493	-0,939	-0,554	-2,071	-0,756	-1,315	-0,9345
Lrwd1	10	-0,209	0,521	-0,73	-1,047	0,091	-1,138	-0,934
Aldh3a2	9	-0,339	0,377	-0,716	-0,576	0,575	-1,151	-0,9335
Thoc3	10	-4,849	-3,264	-1,585	-4,957	-4,676	-0,281	-0,933
Aup1	8	-0,794	0,084	-0,878	-1,801	-0,814	-0,987	-0,9325
Npy4r	9	-0,729	0,097	-0,826	-1,2	-0,163	-1,037	-0,9315
Rpl15	2	-7,332	-6,598	-0,734	-6,951	-5,824	-1,127	-0,9305
Psmb6	9	-5,465	-4,948	-0,517	-6,916	-5,575	-1,341	-0,929
Trim24	9	-0,016	0,524	-0,54	-1,203	0,114	-1,317	-0,9285
Cul2	10	-3,728	-3,524	-0,204	-4,269	-2,616	-1,653	-0,9285
Brd9	10	-0,767	-0,631	-0,136	-2,663	-0,945	-1,718	-0,927
Pop1	9	-2,951	-2,891	-0,06	-4,849	-3,056	-1,793	-0,9265
Suds3	9	-3,857	-3,069	-0,788	-4,79	-3,725	-1,065	-0,9265
Ankrd17	8	-1,099	-0,136	-0,963	-1,151	-0,262	-0,889	-0,926
Rras2	10	-0,905	-0,069	-0,836	-1,381	-0,372	-1,009	-0,9225
Specc1	8	-1,028	-0,728	-0,3	-2,331	-0,787	-1,544	-0,922
Dpp3	9	-0,812	0,143	-0,955	-1,213	-0,326	-0,887	-0,921
Samd9l	10	-0,467	0,097	-0,564	-1,082	0,195	-1,277	-0,9205
Twistnb	10	-2,664	-2,163	-0,501	-4,64	-3,305	-1,335	-0,918
Exoc7	8	-2,779	-2,815	0,036	-4,363	-2,492	-1,871	-0,9175
Pgls	10	-3,311	-3,084	-0,227	-4,797	-3,189	-1,608	-0,9175
Smarca5	9	-2,73	-1,978	-0,752	-3,746	-2,669	-1,077	-0,9145
Prpf31	10	-4,167	-3,385	-0,782	-4,545	-3,504	-1,041	-0,9115
Ints2	9	-3,923	-3,146	-0,777	-4,292	-3,247	-1,045	-0,911
Thoc2	9	-4,272	-3,684	-0,588	-4,42	-3,188	-1,232	-0,91
Unc45a	10	-3,16	-2,831	-0,329	-3,764	-2,273	-1,491	-0,91
Id2	9	0,487	1,466	-0,979	1,041	1,878	-0,837	-0,908
B4galnt1	10	-0,945	-0,085	-0,86	-1,359	-0,403	-0,956	-0,908
Zranb1	8	-1,426	-0,363	-1,063	-1,256	-0,505	-0,751	-0,907
Trim8	10	-0,499	0,333	-0,832	-0,482	0,5	-0,982	-0,907
L1td1	9	-0,446	0,375	-0,821	-0,768	0,225	-0,993	-0,907
Ski	8	-0,97	-0,654	-0,316	-1,524	-0,027	-1,497	-0,9065
Nasp	7	-1,573	-2	0,427	-3,619	-1,38	-2,239	-0,906
Wbp11	10	-2,227	-1,893	-0,334	-4,048	-2,572	-1,476	-0,905
Hnrnpa0	9	-0,927	-0,718	-0,209	-2,082	-0,482	-1,6	-0,9045
Cpeb4	10	0,029	0,757	-0,728	0,236	1,316	-1,08	-0,904
Eif4g2	9	-2,339	-2,085	-0,254	-3,242	-1,69	-1,552	-0,903
Smarce1	8	-2,6	-1,395	-1,205	-2,656	-2,055	-0,601	-0,903
Acsl1	10	-0,243	-0,176	-0,067	-1,545	0,193	-1,738	-0,9025
Aaas	10	-2,181	-1,197	-0,984	-1,682	-0,862	-0,82	-0,902
Hps5	8	-1,622	-0,595	-1,027	-2,134	-1,365	-0,769	-0,898
Armc8	10	-0,536	0,361	-0,897	-0,246	0,651	-0,897	-0,897
Rtp1	9	-1,071	-0,128	-0,943	-1,47	-0,621	-0,849	-0,896
Hist1h3d	7	-4,473	-4,52	0,047	-6,236	-4,397	-1,839	-0,896
Ska2	10	-2,564	-1,8	-0,764	-4,086	-3,061	-1,025	-0,8945
Rps3	10	-5,775	-5,351	-0,424	-6,515	-5,15	-1,365	-0,8945
Defa-rs7	5	-4,077	-3,125	-0,952	-5,048	-4,212	-0,836	-0,894
Eef1a1	10	-6,707	-5,277	-1,43	-6,373	-6,015	-0,358	-0,894
Defa23	5	-4,077	-3,125	-0,952	-5,048	-4,212	-0,836	-0,894
Ap3b1	10	-0,828	-0,336	-0,492	-1,648	-0,353	-1,295	-0,8935
Dek	9	-1,837	-1,107	-0,73	-1,805	-0,749	-1,056	-0,893
Krtap12-1	10	-0,214	0,028	-0,242	-1,44	0,103	-1,543	-0,8925
Rap2b	10	-0,634	0,027	-0,661	-1,146	-0,024	-1,122	-0,8915
Fxr2	9	-1,224	-0,622	-0,602	-1,372	-0,191	-1,181	-0,8915
Med19	9	-2,759	-1,699	-1,06	-3,29	-2,574	-0,716	-0,888
4931406P16Rik	9	-0,36	0,358	-0,718	-0,728	0,329	-1,057	-0,8875
Pigx	8	-0,364	0,051	-0,415	-1,315	0,044	-1,359	-0,887
Rap1gds1	10	-1,175	-0,123	-1,052	-1,173	-0,452	-0,721	-0,8865
Cnot3	9	-3,553	-3,33	-0,223	-5,139	-3,59	-1,549	-0,886
Cct2	10	-5,322	-3,931	-1,391	-5,658	-5,278	-0,38	-0,8855
Cox7c	8	-3,592	-3,201	-0,391	-5,371	-3,991	-1,38	-0,8855
Rac3	10	-1,334	-0,443	-0,891	-1,787	-0,908	-0,879	-0,885
Hist1h3e	7	-5,025	-4,784	-0,241	-5,718	-4,19	-1,528	-0,8845
Ttll12	8	-1,065	-0,264	-0,801	-1,834	-0,873	-0,961	-0,881
Diexf	10	-4,672	-3,899	-0,773	-4,923	-3,936	-0,987	-0,88
Trrap	10	-3,897	-3,292	-0,605	-5,456	-4,302	-1,154	-0,8795
Nras	9	-2,28	-1,589	-0,691	-3,253	-2,185	-1,068	-0,8795
Rufy1	8	-0,759	-0,134	-0,625	-1,827	-0,694	-1,133	-0,879
Hist1h3a	10	-4,992	-4,735	-0,257	-5,457	-3,958	-1,499	-0,878
Med23	8	-4,018	-3,189	-0,829	-5,586	-4,66	-0,926	-0,8775
Zfp644	8	-0,605	0,125	-0,73	-1,104	-0,082	-1,022	-0,876
Jdp2	9	-0,331	-0,302	-0,029	-1,974	-0,252	-1,722	-0,8755
Dohh	10	-5,642	-4,955	-0,687	-6,154	-5,091	-1,063	-0,875
Dhx15	8	-4,247	-3,247	-1	-4,521	-3,775	-0,746	-0,873
Pggt1b	8	-3,386	-2,237	-1,149	-4,148	-3,552	-0,596	-0,8725
Gm13276	4	-0,75	-0,538	-0,212	-1,959	-0,427	-1,532	-0,872
Ccdc33	9	-1,076	-0,111	-0,965	-1,186	-0,41	-0,776	-0,8705
Rps9	9	-4,505	-4,444	-0,061	-5,527	-3,849	-1,678	-0,8695
Arpc4	10	-4,711	-4,364	-0,347	-5,959	-4,568	-1,391	-0,869
Zfp869	8	-1,044	-0,507	-0,537	-1,604	-0,404	-1,2	-0,8685
Trpm2	7	-1,03	0,095	-1,125	-1,096	-0,486	-0,61	-0,8675
Ripk1	9	-2,713	-2,131	-0,582	-4,573	-3,422	-1,151	-0,8665
E2f4	8	-2,462	-1,705	-0,757	-3,493	-2,518	-0,975	-0,866
Nudcd1	8	-1,045	-0,131	-0,914	-1,319	-0,503	-0,816	-0,865
Ccdc132	9	-1,309	-0,509	-0,8	-1,717	-0,787	-0,93	-0,865
Klf16	8	-0,501	0,067	-0,568	-1,022	0,135	-1,157	-0,8625
Fam194a	8	-3,239	-2,568	-0,671	-3,719	-2,667	-1,052	-0,8615
Sap30bp	8	-4,346	-4,69	0,344	-6,192	-4,125	-2,067	-0,8615
Ptges3	9	-0,686	-0,156	-0,53	-1,255	-0,062	-1,193	-0,8615
Gm16451	9	-1,641	-1,013	-0,628	-2,092	-1	-1,092	-0,86
Gm16442	9	-1,641	-1,013	-0,628	-2,092	-1	-1,092	-0,86
Usp47	8	-0,262	0,192	-0,454	-1,222	0,042	-1,264	-0,859
Commd1	9	-0,299	0,417	-0,716	-1,292	-0,293	-0,999	-0,8575
Sp110	10	-2,735	-2,886	0,151	-4,935	-3,069	-1,866	-0,8575
Pfdn5	10	-2,487	-1,317	-1,17	-2,783	-2,24	-0,543	-0,8565
Uts2	10	-0,763	-0,074	-0,689	-1,278	-0,255	-1,023	-0,856
Fam207a	9	-2,061	-1,741	-0,32	-2,428	-1,039	-1,389	-0,8545
Lce3f	10	-1,433	-0,73	-0,703	-2,126	-1,122	-1,004	-0,8535
Ipo5	8	-3,052	-2,139	-0,913	-2,468	-1,676	-0,792	-0,8525
Gm11565	9	-1,202	-0,54	-0,662	-1,776	-0,734	-1,042	-0,852
Wdr83	10	-3,43	-2,467	-0,963	-4,322	-3,582	-0,74	-0,8515
Zfp652	9	-1,496	-1,037	-0,459	-2,254	-1,01	-1,244	-0,8515
Arhgef33	6	-0,382	0,013	-0,395	-1,042	0,265	-1,307	-0,851
Adap1	10	-0,035	0,589	-0,624	-0,038	1,039	-1,077	-0,8505
Srl	9	-1,261	-0,398	-0,863	-1,535	-0,697	-0,838	-0,8505
Krt79	8	-0,92	-0,322	-0,598	-1,45	-0,349	-1,101	-0,8495
Dpm3	10	-0,832	0,228	-1,06	-1,165	-0,527	-0,638	-0,849
Abcb10	9	-0,533	-0,24	-0,293	-1,541	-0,136	-1,405	-0,849
Vma21	10	-3,758	-3,001	-0,757	-4,054	-3,114	-0,94	-0,8485
Usp16	10	-2,685	-2,553	-0,132	-3,772	-2,207	-1,565	-0,8485
Gtf3c2	9	-3,162	-2,511	-0,651	-4,077	-3,031	-1,046	-0,8485
Zmym5	9	-0,191	-0,101	-0,09	-1,524	0,081	-1,605	-0,8475
Zfyve27	9	-0,511	0,256	-0,767	-0,584	0,344	-0,928	-0,8475
Rsf1	10	-0,271	0,212	-0,483	-0,333	0,879	-1,212	-0,8475
Mlxipl	8	-2,036	-1,07	-0,966	-2,486	-1,758	-0,728	-0,847
Mdfi	10	-0,219	-0,141	-0,078	-1,573	0,043	-1,616	-0,847
Terf2	8	-3,57	-3,305	-0,265	-3,985	-2,556	-1,429	-0,847
Psmb4	10	-4,802	-4,907	0,105	-6,676	-4,88	-1,796	-0,8455
Kl	7	-1,125	-0,922	-0,203	-2,921	-1,434	-1,487	-0,845
Zfyve26	9	-0,699	-0,141	-0,558	-1,296	-0,167	-1,129	-0,8435
Rps27	7	-5,252	-4,529	-0,723	-5,147	-4,184	-0,963	-0,843
Rps27rt	7	-5,252	-4,529	-0,723	-5,147	-4,184	-0,963	-0,843
Smarcd2	8	-0,587	0,006	-0,593	-0,655	0,433	-1,088	-0,8405
Mllt1	10	-2,371	-1,785	-0,586	-3,696	-2,602	-1,094	-0,84
Bsg	10	-2,281	-1,627	-0,654	-2,839	-1,813	-1,026	-0,84
Slc6a6	9	-0,205	0,492	-0,697	-0,52	0,462	-0,982	-0,8395
Xirp1	8	-0,71	-0,768	0,058	-2,186	-0,45	-1,736	-0,839
Rnf130	9	-0,664	-0,172	-0,492	-0,554	0,63	-1,184	-0,838
Utp23	9	-4,599	-4,427	-0,172	-6,522	-5,019	-1,503	-0,8375
Pknox1	9	-0,677	-0,178	-0,499	-2,217	-1,041	-1,176	-0,8375
Trpa1	8	0,227	0,398	-0,171	-1,134	0,37	-1,504	-0,8375
Ncoa2	10	-0,832	-0,474	-0,358	-1,129	0,185	-1,314	-0,836
Tmem39b	9	-0,104	0,303	-0,407	-0,934	0,33	-1,264	-0,8355
Smarcc1	9	-1,616	-0,885	-0,731	-1,79	-0,851	-0,939	-0,835
Ap5s1	9	-0,878	-0,459	-0,419	-2,037	-0,786	-1,251	-0,835
Prss40	10	-0,774	-0,105	-0,669	-1,089	-0,09	-0,999	-0,834
Epn1	6	-1,257	-1,068	-0,189	-2,875	-1,397	-1,478	-0,8335
Mta2	10	-0,975	-0,01	-0,965	-1,096	-0,395	-0,701	-0,833
Cct3	8	-5,957	-5,682	-0,275	-7,342	-5,954	-1,388	-0,8315
Chrnb4	8	-0,641	-0,127	-0,514	-1,04	0,105	-1,145	-0,8295
Sart3	9	-3,76	-2,911	-0,849	-3,53	-2,72	-0,81	-0,8295
Ogfod1	10	-1,108	-0,409	-0,699	-2,018	-1,059	-0,959	-0,829
Tbkbp1	9	-1,804	-1,069	-0,735	-1,837	-0,916	-0,921	-0,828
Csnk1g1	7	0,1	0,447	-0,347	-0,518	0,791	-1,309	-0,828
Zfp553	7	-1,021	-0,821	-0,2	-1,588	-0,132	-1,456	-0,828
Ube2h	9	-0,538	-0,019	-0,519	-0,79	0,346	-1,136	-0,8275
Wdr20	10	-2,651	-1,71	-0,941	-2,883	-2,17	-0,713	-0,827
Cxxc1	9	-1,341	-0,576	-0,765	-1,222	-0,335	-0,887	-0,826
Nsl1	9	-2,578	-1,912	-0,666	-3,897	-2,912	-0,985	-0,8255
Brf1	7	-3,39	-3,121	-0,269	-4,367	-2,986	-1,381	-0,825
Dpm2	10	-0,595	-0,051	-0,544	-1,052	0,054	-1,106	-0,825
Cngb1	9	-0,391	-0,132	-0,259	-1,623	-0,233	-1,39	-0,8245
Wdr5	10	-5,43	-4,56	-0,87	-5,729	-4,951	-0,778	-0,824
Gab2	10	0,272	0,935	-0,663	-0,194	0,791	-0,985	-0,824
Zfhx2	8	-1,089	-0,999	-0,09	-2,285	-0,728	-1,557	-0,8235
Ctnnbl1	10	-2,409	-2,461	0,052	-3,848	-2,149	-1,699	-0,8235
Amd2	10	-2,053	-1,436	-0,617	-2,051	-1,025	-1,026	-0,8215
Amd1	10	-2,053	-1,436	-0,617	-2,051	-1,025	-1,026	-0,8215
Gdf10	9	-0,869	-0,474	-0,395	-1,752	-0,505	-1,247	-0,821
Odc1	10	-1,235	-0,533	-0,702	-1,652	-0,714	-0,938	-0,82
Hist1h3f	8	-5,552	-4,985	-0,567	-6,133	-5,06	-1,073	-0,82
Rragc	10	-3,24	-2,891	-0,349	-4,515	-3,226	-1,289	-0,819
Yars2	8	-5,328	-3,96	-1,368	-5,865	-5,599	-0,266	-0,817
Hsp90b1	8	-1,33	-1,193	-0,137	-2,696	-1,199	-1,497	-0,817
Bud31	10	-5,449	-4,912	-0,537	-5,605	-4,511	-1,094	-0,8155
Wash	8	-1,97	-2,175	0,205	-3,01	-1,174	-1,836	-0,8155
Cdk11b	8	-2,779	-1,851	-0,928	-3,226	-2,523	-0,703	-0,8155
Kat7	10	-1,201	0,079	-1,28	-0,133	0,215	-0,348	-0,814
Foxk1	10	-0,627	0,012	-0,639	-0,936	0,051	-0,987	-0,813
Slc7a6os	9	-2,732	-2,735	0,003	-4,056	-2,428	-1,628	-0,8125
Dnah8	10	-0,867	-0,606	-0,261	-2,266	-0,902	-1,364	-0,8125
Usf1	10	-0,639	0,11	-0,749	-0,997	-0,121	-0,876	-0,8125
Tmem167	8	-1,277	-0,37	-0,907	-1,736	-1,019	-0,717	-0,812
Fen1	10	-5,287	-3,786	-1,501	-4,513	-4,391	-0,122	-0,8115
Rpl11	10	-5,785	-5,595	-0,19	-6,383	-4,951	-1,432	-0,811
Sntg1	9	-0,55	-0,224	-0,326	-1,533	-0,237	-1,296	-0,811
N6amt1	10	-4,503	-4,102	-0,401	-5,703	-4,483	-1,22	-0,8105
Ncor2	8	-0,477	-0,065	-0,412	-1,188	0,02	-1,208	-0,81
Wwp2	10	-0,481	-0,106	-0,375	-1,302	-0,058	-1,244	-0,8095
Bai2	7	-1,804	-1,645	-0,159	-3,141	-1,682	-1,459	-0,809
Ctdsp1	9	-0,754	-0,202	-0,552	-1,482	-0,416	-1,066	-0,809
Fam103a1	9	-1,923	-2,433	0,51	-3,629	-1,502	-2,127	-0,8085
Pydc4	9	-0,72	0,002	-0,722	-0,99	-0,096	-0,894	-0,808
Dpagt1	9	-5,555	-4,388	-1,167	-5,687	-5,238	-0,449	-0,808
Abcc10	7	-1,09	-0,41	-0,68	-1,379	-0,444	-0,935	-0,8075
Pappa2	9	-0,496	0,175	-0,671	-1,176	-0,235	-0,941	-0,806
Gmppb	8	-6,673	-6,341	-0,332	-6,892	-5,614	-1,278	-0,805
Fam60a	10	-2,687	-2,308	-0,379	-4,705	-3,482	-1,223	-0,801
BC024978	9	-0,331	0,132	-0,463	-0,889	0,249	-1,138	-0,8005
Exosc8	10	-4,856	-3,662	-1,194	-4,434	-4,027	-0,407	-0,8005
Dll1	8	-0,281	-0,195	-0,086	-1,774	-0,26	-1,514	-0,8
Serpina3b	9	-0,769	-0,316	-0,453	-1,328	-0,181	-1,147	-0,8
Krtap26-1	10	-0,477	-0,025	-0,452	-1,343	-0,195	-1,148	-0,8
Ccnd3	9	-3,969	-3,394	-0,575	-5,137	-4,113	-1,024	-0,7995
2700060E02Rik	9	-2,692	-2,319	-0,373	-2,867	-1,642	-1,225	-0,799
Ebna1bp2	9	-3,257	-2,957	-0,3	-4,765	-3,467	-1,298	-0,799
Anapc7	10	-0,119	0,43	-0,549	-0,709	0,339	-1,048	-0,7985
Gmip	9	-0,783	-0,268	-0,515	-1,575	-0,494	-1,081	-0,798
Fbl	6	-4,697	-5,163	0,466	-7,448	-5,386	-2,062	-0,798
Nrip1	9	-1,693	-0,999	-0,694	-3,063	-2,161	-0,902	-0,798
St3gal3	9	-0,474	0,063	-0,537	-1,262	-0,205	-1,057	-0,797
Pgam1	8	-4,601	-4,753	0,152	-5,973	-4,228	-1,745	-0,7965
Ear10	10	-1,019	-0,672	-0,347	-2,35	-1,105	-1,245	-0,796
Sephs2	8	-3,516	-3,6	0,084	-6,001	-4,325	-1,676	-0,796
Ndor1	9	-3,906	-3,656	-0,25	-4,702	-3,362	-1,34	-0,795
Nrbp2	10	-1,352	-0,864	-0,488	-1,804	-0,703	-1,101	-0,7945
Sik1	8	-0,264	-0,073	-0,191	-2,037	-0,641	-1,396	-0,7935
Ddb1	9	-5,902	-5,503	-0,399	-5,782	-4,596	-1,186	-0,7925
Gapdh	4	-5,855	-7,085	1,23	-8,084	-5,269	-2,815	-0,7925
Nudt21	9	-4,366	-3,968	-0,398	-4,925	-3,738	-1,187	-0,7925
Rbl1	8	-0,923	-0,361	-0,562	-1,865	-0,843	-1,022	-0,792
Ell2	9	-1,165	-0,59	-0,575	-2,152	-1,145	-1,007	-0,791
Fxr1	10	-0,35	0,292	-0,642	0,498	1,438	-0,94	-0,791
Etv5	10	-1,774	-1,493	-0,281	-3,452	-2,152	-1,3	-0,7905
Eif5b	9	-2,623	-2,939	0,316	-4,26	-2,364	-1,896	-0,79
Tipin	9	-2,556	-1,811	-0,745	-3,586	-2,752	-0,834	-0,7895
Dock6	7	-0,842	-0,716	-0,126	-2,044	-0,593	-1,451	-0,7885
