Gene 1	Gene 2	Group 1	Group 2	Source	SynLet q-value	Buffer q-value
AKT2	IMPDH1	AKT	Predict	no OVCAR8	1	0.541347222
AKT2	BCL2A1	AKT	Apop	no A549	1	0.542827869
AKT2	CHEK1	AKT	Predict	no A549	1	0.545444898
AKT2	IMPDH1	AKT	Predict	no 786O	1	0.545721569
AKT2	BRCA1	AKT	BrPa	no Meljuso	1	0.545852535
AKT2	IMPDH1	AKT	Predict	no A375	1	0.603391892
AKT2	CHEK1	AKT	Predict	no A375	1	0.603493274
AKT2	CHEK1	AKT	Predict	All 6	1	0.621336918
AKT2	MAP2K1	AKT	Mapk	no HT29	1	0.634661818
AKT2	UBC	AKT	Red	no A549	1	0.659138686
AKT2	BCL2L1	AKT	Apop	All 6	1	0.663464646
AKT2	IMPDH1	AKT	Predict	no HT29	1	0.664937282
AKT2	BRCA1	AKT	BrPa	no A375	1	0.668186508
AKT2	BCL2L1	AKT	Apop	no OVCAR8	1	0.676923875
AKT2	CHEK2	AKT	Predict	no HT29	1	0.702837209
AKT2	IMPDH1	AKT	Predict	no Meljuso	1	0.721174497
AKT2	HSP90AA1	AKT	Predict	no HT29	1	0.733117089
AKT2	CHEK1	AKT	Predict	no OVCAR8	1	0.740532468
AKT2	MAPK1	AKT	Mapk	no Meljuso	1	0.754047904
AKT2	WEE1	AKT	Predict	no HT29	1	0.754763689
AKT2	BCL2L1	AKT	Apop	no A375	1	0.756383275
AKT2	WEE1	AKT	Predict	no A549	1	0.758122112
AKT2	CHEK2	AKT	Predict	no OVCAR8	1	0.766540299
AKT2	HPRT intron	AKT	Ctrl	no 786O	1	0.793410765
AKT2	BCL2L1	AKT	Apop	no Meljuso	1	0.797848571
AKT2	MAPK3	AKT	Mapk	no OVCAR8	1	0.810678063
AKT2	CHEK2	AKT	Predict	no 786O	1	0.811331476
AKT2	BCL2L1	AKT	Apop	no HT29	1	0.829810811
AKT2	MTOR	AKT	Predict	no OVCAR8	1	0.834918699
AKT2	WEE1	AKT	Predict	All 6	1	0.863153453
AKT2	CHEK2	AKT	Predict	All 6	1	0.874506297
AKT2	MTOR	AKT	Predict	no A549	1	0.883112022
AKT2	HPRT intron	AKT	Ctrl	no HT29	1	0.897350126
AKT2	MTOR	AKT	Predict	no HT29	1	0.897350126
AKT2	CHEK2	AKT	Predict	no Meljuso	1	0.904530184
AKT2	HPRT intron	AKT	Ctrl	All 6	1	0.911329268
AKT2	CHEK1	AKT	Predict	no HT29	1	0.91724878
AKT2	BCL2L1	AKT	Apop	no 786O	1	0.917263658
AKT2	WEE1	AKT	Predict	no Meljuso	1	0.917512887
AKT2	WEE1	AKT	Predict	no OVCAR8	1	0.932906863
AKT2	WEE1	AKT	Predict	no 786O	1	0.935967136
AKT2	HPRT intron	AKT	Ctrl	no Meljuso	1	0.938304569
AKT2	BCL2	AKT	Apop	no A549	1	0.9408867
AKT2	HSP90AA1	AKT	Predict	no A375	1	0.95432732
AKT2	MTOR	AKT	Predict	All 6	1	0.956457471
AKT2	CHEK1	AKT	Predict	no Meljuso	1	0.983559611
AKT2	HPRT intron	AKT	Ctrl	no OVCAR8	1	0.9838125
AKT2	6T	AKT	Ctrl	All 6	1	1
AKT2	BCL2L10	AKT	Apop	All 6	1	1
AKT2	BCL2	AKT	Apop	All 6	1	1
AKT2	CD81	AKT	Ctrl	All 6	1	1
AKT2	AKT3	AKT	AKT	no A549	0.00625	1
AKT2	AKT1	AKT	AKT	no A549	0.0088	1
AKT2	MAPK3	AKT	Mapk	All 6	1	1
AKT2	AKT3	AKT	AKT	no HT29	0.019088235	1
AKT2	BCL2L2	AKT	Apop	All 6	1	1
AKT2	PARP1	AKT	BrPa	no A549	0.098066667	1
AKT2	AKT1	AKT	AKT	no A375	0.1004	1
AKT2	AKT3	AKT	AKT	no 786O	0.103836735	1
AKT2	AKT1	AKT	AKT	no OVCAR8	0.138491228	1
AKT2	AKT3	AKT	AKT	no A375	0.155523077	1
AKT2	AKT1	AKT	AKT	no Meljuso	0.155942857	1
AKT2	MAPK1	AKT	Mapk	All 6	1	1
AKT2	AKT3	AKT	AKT	no OVCAR8	0.172520548	1
AKT2	AKT3	AKT	AKT	no Meljuso	0.206204819	1
AKT2	AKT1	AKT	AKT	no 786O	0.274225806	1
AKT2	HSP90AA1	AKT	Predict	All 6	1	1
AKT2	PARP1	AKT	BrPa	no HT29	0.385813433	1
AKT2	UBB	AKT	Red	no A549	0.387668605	1
AKT2	MCL1	AKT	Apop	no A549	0.398488506	1
AKT2	UBB	AKT	Red	no 786O	0.4144	1
AKT2	PARP1	AKT	BrPa	no A375	0.428567376	1
AKT2	PARP1	AKT	BrPa	no Meljuso	0.432539394	1
AKT2	PARP1	AKT	BrPa	no 786O	0.579052174	1
AKT2	UBB	AKT	Red	no A375	0.595091398	1
AKT2	UBB	AKT	Red	no HT29	0.635419214	1
AKT2	PARP2	AKT	BrPa	no A549	0.658407942	1
AKT2	MCL1	AKT	Apop	no HT29	0.662655738	1
AKT2	PARP1	AKT	BrPa	no OVCAR8	0.711111498	1
AKT2	PARP2	AKT	BrPa	no A375	0.716881423	1
AKT2	AKT1	AKT	AKT	no HT29	0.734953237	1
AKT2	BCL2L2	AKT	Apop	no 786O	0.832681416	1
AKT2	MCL1	AKT	Apop	no A375	0.859523669	1
AKT2	MCL1	AKT	Apop	no Meljuso	0.873065341	1
AKT2	UBB	AKT	Red	no OVCAR8	0.896322314	1
AKT2	PARP2	AKT	BrPa	no Meljuso	0.918914948	1
AKT2	PARP2	AKT	BrPa	All 6	0.852560109	1
AKT2	PARP2	AKT	BrPa	no 786O	0.922038889	1
AKT2	MCL1	AKT	Apop	no OVCAR8	0.928594086	1
AKT2	BCL2L10	AKT	Apop	no Meljuso	0.935129676	1
AKT2	MTOR	AKT	Predict	no Meljuso	0.935129676	1
AKT2	BCL2L2	AKT	Apop	no HT29	0.938444162	1
AKT2	UBB	AKT	Red	no Meljuso	0.938483871	1
AKT2	BCL2L2	AKT	Apop	no Meljuso	0.945985185	1
AKT2	MAPK1	AKT	Mapk	no HT29	0.983199501	1
AKT2	6T	AKT	Ctrl	no 786O	1	1
AKT2	BCL2	AKT	Apop	no 786O	1	1
AKT2	BCL2L10	AKT	Apop	no 786O	1	1
AKT2	CD81	AKT	Ctrl	no 786O	1	1
AKT2	HSP90AA1	AKT	Predict	no 786O	1	1
AKT2	MAPK1	AKT	Mapk	no 786O	1	1
AKT2	MAPK3	AKT	Mapk	no 786O	1	1
AKT2	MCL1	AKT	Apop	no 786O	1	1
AKT2	MCL1	AKT	Apop	All 6	0.728852201	1
AKT2	MTOR	AKT	Predict	no 786O	1	1
AKT2	6T	AKT	Ctrl	no A375	1	1
AKT2	BCL2	AKT	Apop	no A375	1	1
AKT2	BCL2L10	AKT	Apop	no A375	1	1
AKT2	BCL2L2	AKT	Apop	no A375	1	1
AKT2	CD81	AKT	Ctrl	no A375	1	1
AKT2	CHEK2	AKT	Predict	no A375	1	1
AKT2	HPRT intron	AKT	Ctrl	no A375	1	1
AKT2	MAPK1	AKT	Mapk	no A375	1	1
AKT2	MAPK3	AKT	Mapk	no A375	1	1
AKT2	MTOR	AKT	Predict	no A375	1	1
AKT2	WEE1	AKT	Predict	no A375	1	1
AKT2	UBB	AKT	Red	All 6	0.579975806	1
AKT2	HPRT intron	AKT	Ctrl	no A549	1	1
AKT2	6T	AKT	Ctrl	no A549	1	1
AKT2	BCL2L10	AKT	Apop	no A549	1	1
AKT2	BCL2L2	AKT	Apop	no A549	1	1
AKT2	CD81	AKT	Ctrl	no A549	1	1
AKT2	CHEK2	AKT	Predict	no A549	1	1
AKT2	HSP90AA1	AKT	Predict	no A549	1	1
AKT2	MAPK3	AKT	Mapk	no A549	1	1
AKT2	6T	AKT	Ctrl	no HT29	1	1
AKT2	BCL2	AKT	Apop	no HT29	1	1
AKT2	BCL2L10	AKT	Apop	no HT29	1	1
AKT2	CD81	AKT	Ctrl	no HT29	1	1
AKT2	MAPK3	AKT	Mapk	no HT29	1	1
AKT2	PARP2	AKT	BrPa	no HT29	1	1
AKT2	PARP1	AKT	BrPa	All 6	0.34792517	1
AKT2	6T	AKT	Ctrl	no Meljuso	1	1
AKT2	BCL2	AKT	Apop	no Meljuso	1	1
AKT2	CD81	AKT	Ctrl	no Meljuso	1	1
AKT2	HSP90AA1	AKT	Predict	no Meljuso	1	1
AKT2	MAPK3	AKT	Mapk	no Meljuso	1	1
AKT1	AKT3	AKT	AKT	All 6	0.122792683	1
AKT2	6T	AKT	Ctrl	no OVCAR8	1	1
AKT2	BCL2	AKT	Apop	no OVCAR8	1	1
AKT2	BCL2L10	AKT	Apop	no OVCAR8	1	1
AKT2	BCL2L2	AKT	Apop	no OVCAR8	1	1
AKT2	CD81	AKT	Ctrl	no OVCAR8	1	1
AKT2	HSP90AA1	AKT	Predict	no OVCAR8	1	1
AKT2	MAPK1	AKT	Mapk	no OVCAR8	1	1
AKT2	PARP2	AKT	BrPa	no OVCAR8	1	1
AKT3	AKT1	AKT	AKT	All 6	0.122792683	1
AKT1	AKT2	AKT	AKT	Meljuso	0.783154377	1
AKT2	AKT1	AKT	AKT	Meljuso	0.783154377	1
AKT2	MAP2K1	AKT	Mapk	HT29	1	0.017660714
AKT2	EEF2	AKT	Ctrl	A549	1	0.04894883
AKT2	MAPK3	AKT	Mapk	A549	1	0.049101518
AKT2	AKT3	AKT	AKT	HT29	0.831057677	1
AKT3	AKT2	AKT	AKT	HT29	0.831057677	1
AKT2	MAP2K2	AKT	Mapk	A549	1	0.142293427
AKT2	BCL2A1	AKT	Apop	A549	1	0.247705655
AKT2	MAP2K1	AKT	Mapk	A375	1	0.248659499
AKT2	UBC	AKT	Red	A549	1	0.253208815
AKT2	BRCA1	AKT	BrPa	A375	1	0.313134127
AKT2	BRCA2	AKT	BrPa	HT29	1	0.335157378
AKT2	MAP2K2	AKT	Mapk	786O	1	0.355336146
AKT2	MAPK1	AKT	Mapk	HT29	1	0.375644048
AKT2	MAPK1	AKT	Mapk	A375	1	0.409669192
AKT2	BRCA2	AKT	BrPa	A375	1	0.414131976
AKT2	EEF2	AKT	Ctrl	Meljuso	1	0.42015693
AKT2	BCL2A1	AKT	Apop	HT29	1	0.425331166
AKT2	IMPDH1	AKT	Predict	HT29	1	0.425565247
AKT2	CHEK1	AKT	Predict	Meljuso	1	0.430390948
AKT2	CHEK2	AKT	Predict	A375	1	0.434851061
AKT2	BCL2L1	AKT	Apop	786O	1	0.43777013
AKT2	CHEK2	AKT	Predict	A549	1	0.45593075
AKT2	BCL2L10	AKT	Apop	Meljuso	1	0.468835962
AKT2	HSP90AA1	AKT	Predict	A549	1	0.503856056
AKT2	MTOR	AKT	Predict	Meljuso	1	0.505141266
AKT2	UBC	AKT	Red	A375	1	0.514691533
AKT2	CHEK1	AKT	Predict	HT29	1	0.519262035
AKT2	BRCA1	AKT	BrPa	A549	1	0.519607999
AKT2	MAP2K2	AKT	Mapk	A375	1	0.520148983
AKT2	HPRT intron	AKT	Ctrl	A549	1	0.552032726
AKT1	AKT3	AKT	AKT	Meljuso	0.868667626	1
AKT3	AKT1	AKT	AKT	Meljuso	0.868667626	1
AKT2	WEE1	AKT	Predict	A375	1	0.577508466
AKT2	EEF2	AKT	Ctrl	786O	1	0.586337434
AKT2	IMPDH1	AKT	Predict	A549	0.940126667	0.590814815
AKT2	IMPDH1	AKT	Predict	Meljuso	1	0.610199447
AKT2	BRCA2	AKT	BrPa	OVCAR8	1	0.610230996
AKT2	IMPDH1	AKT	Predict	A375	1	0.625462856
AKT2	MAP2K2	AKT	Mapk	Meljuso	1	0.649095852
AKT1	AKT2	AKT	AKT	A375	0.88304383	1
AKT2	BCL2L1	AKT	Apop	HT29	1	0.659069303
AKT2	PARP2	AKT	BrPa	A375	1	0.680266113
AKT2	6T	AKT	Ctrl	OVCAR8	1	0.693072007
AKT2	HSP90AA1	AKT	Predict	Meljuso	1	0.705346806
AKT2	BRCA2	AKT	BrPa	Meljuso	1	0.711198826
AKT2	CD81	AKT	Ctrl	A549	0.949824074	0.714035124
AKT2	BRCA1	AKT	BrPa	Meljuso	1	0.736444611
AKT2	MCL1	AKT	Apop	A549	0.946543375	0.756795608
AKT2	BRCA2	AKT	BrPa	A549	0.904678431	0.758937919
AKT2	MAP2K2	AKT	Mapk	HT29	1	0.777152403
AKT2	PARP1	AKT	BrPa	A549	0.837764241	0.783050595
AKT2	CD81	AKT	Ctrl	HT29	0.9735541	0.787923507
AKT2	UBC	AKT	Red	OVCAR8	0.993658192	0.791706953
AKT2	BCL2L1	AKT	Apop	Meljuso	1	0.797280709
AKT2	BCL2	AKT	Apop	786O	1	0.798599248
AKT2	CD81	AKT	Ctrl	A375	0.905205696	0.800968085
AKT2	PARP2	AKT	BrPa	A549	0.923708633	0.805841808
AKT2	BCL2	AKT	Apop	A549	0.741105978	0.812736702
AKT2	MAPK3	AKT	Mapk	Meljuso	0.99671772	0.812871666
AKT2	6T	AKT	Ctrl	Meljuso	1	0.823444018
AKT2	HPRT intron	AKT	Ctrl	A375	1	0.823642454
AKT2	EEF2	AKT	Ctrl	A375	0.977088568	0.828512795
AKT2	UBB	AKT	Red	786O	1	0.833016495
AKT2	BCL2L2	AKT	Apop	786O	1	0.836726023
AKT2	BRCA1	AKT	BrPa	HT29	1	0.838858632
AKT2	BCL2L10	AKT	Apop	A549	0.999571839	0.8430125
AKT2	BCL2A1	AKT	Apop	A375	0.960326371	0.84405618
AKT2	BCL2A1	AKT	Apop	786O	1	0.84557312
AKT2	WEE1	AKT	Predict	786O	1	0.866080176
AKT2	CHEK2	AKT	Predict	Meljuso	1	0.879891966
AKT2	BRCA1	AKT	BrPa	OVCAR8	1	0.882004951
AKT2	BCL2	AKT	Apop	A375	0.902792857	0.888841503
AKT2	CHEK1	AKT	Predict	A549	0.999571839	0.888880969
AKT2	AKT1	AKT	AKT	A375	0.88304383	1
AKT2	MTOR	AKT	Predict	A549	0.904678431	0.899761649
AKT2	MAPK1	AKT	Mapk	OVCAR8	1	0.900314364
AKT2	BCL2L1	AKT	Apop	OVCAR8	0.960334694	0.902540493
AKT2	BCL2L2	AKT	Apop	Meljuso	1	0.904733517
AKT2	MTOR	AKT	Predict	786O	1	0.913724004
AKT2	BCL2	AKT	Apop	HT29	0.994739894	0.913926087
AKT2	CHEK1	AKT	Predict	OVCAR8	1	0.919173977
AKT2	EEF2	AKT	Ctrl	OVCAR8	1	0.920428412
AKT2	BCL2A1	AKT	Apop	OVCAR8	0.986317308	0.922430708
AKT2	IMPDH1	AKT	Predict	786O	1	0.922480553
AKT2	BCL2L10	AKT	Apop	HT29	0.844552239	0.923644958
AKT2	UBC	AKT	Red	786O	1	0.929847971
AKT2	UBB	AKT	Red	A375	0.924529412	0.934800951
AKT2	MAPK1	AKT	Mapk	786O	1	0.935652083
AKT2	UBB	AKT	Red	A549	0.539767857	0.937002508
AKT2	BCL2L2	AKT	Apop	A549	1	0.940526946
AKT2	CD81	AKT	Ctrl	786O	1	0.940554298
AKT2	MTOR	AKT	Predict	A375	0.967307051	0.941868952
AKT2	WEE1	AKT	Predict	Meljuso	1	0.943669455
AKT2	HSP90AA1	AKT	Predict	OVCAR8	1	0.944739982
AKT2	BCL2	AKT	Apop	Meljuso	1	0.946419076
AKT2	BRCA2	AKT	BrPa	786O	0.961114553	0.950923156
AKT2	BCL2L1	AKT	Apop	A375	0.981100998	0.951810345
AKT2	WEE1	AKT	Predict	OVCAR8	0.999462017	0.955537275
AKT2	MAP2K1	AKT	Mapk	A549	0.868569444	0.957226923
AKT2	WEE1	AKT	Predict	A549	0.970146667	0.957226923
AKT2	MAP2K1	AKT	Mapk	OVCAR8	0.963645325	0.959586988
AKT2	MAP2K1	AKT	Mapk	Meljuso	0.98942161	0.960622846
AKT2	HPRT intron	AKT	Ctrl	OVCAR8	0.960334694	0.963787681
AKT2	MAPK3	AKT	Mapk	HT29	0.932584459	0.966237403
AKT2	IMPDH1	AKT	Predict	OVCAR8	0.960334694	0.966310773
AKT2	HSP90AA1	AKT	Predict	786O	1	0.967029447
AKT2	MAPK3	AKT	Mapk	786O	0.871994536	0.971544913
AKT2	CHEK2	AKT	Predict	786O	0.965389344	0.971544913
AKT2	6T	AKT	Ctrl	786O	0.814835227	0.975797047
AKT2	BCL2L10	AKT	Apop	786O	0.961114553	0.979458216
AKT2	CD81	AKT	Ctrl	Meljuso	0.919907514	0.979520302
AKT2	HPRT intron	AKT	Ctrl	Meljuso	0.9321875	0.980808891
AKT2	UBC	AKT	Red	Meljuso	0.98942161	0.980833537
AKT2	BCL2L2	AKT	Apop	HT29	0.906042576	0.982528329
AKT2	MCL1	AKT	Apop	HT29	0.910181559	0.982528329
AKT2	HPRT intron	AKT	Ctrl	HT29	0.956254419	0.982528329
AKT2	CD81	AKT	Ctrl	OVCAR8	0.960334694	0.983571106
AKT2	WEE1	AKT	Predict	HT29	0.933823782	0.983996479
AKT2	PARP2	AKT	BrPa	786O	0.98137013	0.984860188
AKT1	AKT3	AKT	AKT	A375	0.946055939	0.920816327
AKT2	BCL2	AKT	Apop	OVCAR8	0.955573458	0.995950287
AKT3	AKT1	AKT	AKT	A375	0.946055939	0.920816327
AKT1	AKT2	AKT	AKT	OVCAR8	0.960334694	0.990601911
AKT2	MCL1	AKT	Apop	786O	0.598193755	0.999987515
AKT2	PARP1	AKT	BrPa	786O	0.611616917	0.999987515
AKT2	CHEK1	AKT	Predict	786O	0.834086093	0.999987515
AKT2	BRCA1	AKT	BrPa	786O	0.882524554	0.999987515
AKT2	HPRT intron	AKT	Ctrl	786O	0.893839801	0.999987515
AKT2	MAP2K1	AKT	Mapk	786O	0.922229107	0.999987515
AKT2	AKT1	AKT	AKT	OVCAR8	0.960334694	0.990601911
AKT2	AKT3	AKT	AKT	A549	0.970146667	0.896872568
AKT2	UBB	AKT	Red	Meljuso	0.149595238	1
AKT2	PARP1	AKT	BrPa	OVCAR8	0.2358	1
AKT3	AKT2	AKT	AKT	A549	0.970146667	0.896872568
AKT1	AKT2	AKT	AKT	A549	0.999571839	0.651714797
AKT2	6T	AKT	Ctrl	A549	0.423642717	1
AKT2	MAPK1	AKT	Mapk	A549	0.429903431	1
AKT2	MAPK3	AKT	Mapk	OVCAR8	0.475219911	1
AKT2	PARP2	AKT	BrPa	HT29	0.501758919	1
AKT2	6T	AKT	Ctrl	A375	0.507238251	1
AKT2	UBB	AKT	Red	OVCAR8	0.525733261	1
AKT2	MAPK1	AKT	Mapk	Meljuso	0.553690944	1
AKT2	PARP1	AKT	BrPa	A375	0.599147725	1
AKT2	CHEK2	AKT	Predict	OVCAR8	0.603501361	1
AKT2	MCL1	AKT	Apop	A375	0.609341113	1
AKT2	BCL2L1	AKT	Apop	A549	0.610005711	1
AKT2	BCL2A1	AKT	Apop	Meljuso	0.656200658	1
AKT2	MAP2K2	AKT	Mapk	OVCAR8	0.692956265	1
AKT2	BCL2L2	AKT	Apop	A375	0.697370719	1
AKT2	HSP90AA1	AKT	Predict	HT29	0.698094295	1
AKT2	BCL2L10	AKT	Apop	A375	0.702720583	1
AKT2	PARP1	AKT	BrPa	HT29	0.707649823	1
AKT2	BCL2L2	AKT	Apop	OVCAR8	0.756280896	1
AKT2	MTOR	AKT	Predict	OVCAR8	0.761117327	1
AKT2	MCL1	AKT	Apop	Meljuso	0.763791321	1
AKT2	BCL2L10	AKT	Apop	OVCAR8	0.764040163	1
AKT2	AKT1	AKT	AKT	A549	0.999571839	0.651714797
AKT2	HSP90AA1	AKT	Predict	A375	0.80447673	1
AKT2	6T	AKT	Ctrl	HT29	0.804899932	1
AKT1	AKT1	AKT	AKT	HT29	1	0.000333333
AKT2	CHEK2	AKT	Predict	HT29	0.839755384	1
AKT2	UBB	AKT	Red	HT29	0.847349777	1
AKT2	CHEK1	AKT	Predict	A375	0.851772196	1
AKT2	PARP2	AKT	BrPa	Meljuso	0.85732985	1
AKT2	MTOR	AKT	Predict	HT29	0.873314577	1
AKT1	AKT1	AKT	AKT	OVCAR8	1	0.0005
AKT2	MAPK3	AKT	Mapk	A375	0.88304383	1
AKT2	EEF2	AKT	Ctrl	HT29	0.893805309	1
AKT2	PARP1	AKT	BrPa	Meljuso	0.916260964	1
AKT2	PARP2	AKT	BrPa	OVCAR8	0.920669388	1
AKT2	MCL1	AKT	Apop	OVCAR8	0.938180596	1
AKT2	UBC	AKT	Red	HT29	0.971321739	1
AKT3	AKT3	AKT	AKT	no 786O	1	0.0001
AKT3	AKT3	AKT	AKT	no A375	1	0.0001
AKT3	AKT3	AKT	AKT	no A549	1	0.0001
AKT3	AKT3	AKT	AKT	no HT29	1	0.0001
AKT3	AKT3	AKT	AKT	no Meljuso	1	0.0001
AKT3	AKT3	AKT	AKT	no OVCAR8	1	0.0001
AKT1	AKT1	AKT	AKT	All 6	1	0.0001
AKT3	CHEK1	AKT	Predict	no HT29	1	0.111459459
AKT3	BCL2A1	AKT	Apop	no 786O	1	0.12225974
AKT3	BRCA1	AKT	BrPa	no 786O	1	0.181159574
AKT3	BCL2A1	AKT	Apop	All 6	1	0.222169492
AKT3	CHEK1	AKT	Predict	All 6	1	0.247406897
AKT3	CHEK1	AKT	Predict	no OVCAR8	1	0.265807692
AKT3	BCL2A1	AKT	Apop	no OVCAR8	1	0.268462264
AKT3	CHEK1	AKT	Predict	no Meljuso	1	0.277386555
AKT3	BCL2A1	AKT	Apop	no A375	1	0.290375
AKT3	UBB	AKT	Red	no A549	1	0.299924138
AKT3	BCL2A1	AKT	Apop	no A549	1	0.308
AKT3	HPRT intron	AKT	Ctrl	no HT29	1	0.376503448
AKT3	HPRT intron	AKT	Ctrl	no OVCAR8	1	0.395536145
AKT3	HPRT intron	AKT	Ctrl	All 6	1	0.398337079
AKT3	HPRT intron	AKT	Ctrl	no 786O	1	0.399282609
AKT3	BCL2A1	AKT	Apop	no Meljuso	1	0.41690566
AKT3	CHEK1	AKT	Predict	no 786O	1	0.425080808
AKT3	HPRT intron	AKT	Ctrl	no Meljuso	1	0.44795082
AKT3	BCL2A1	AKT	Apop	no HT29	1	0.459785714
AKT3	MAP2K1	AKT	Mapk	no HT29	1	0.459785714
AKT3	BCL2L2	AKT	Apop	no HT29	1	0.459785714
AKT3	PARP2	AKT	BrPa	no Meljuso	1	0.496205882
AKT3	BRCA1	AKT	BrPa	no HT29	1	0.497301887
AKT3	PARP2	AKT	BrPa	no A549	1	0.499855895
AKT3	HPRT intron	AKT	Ctrl	no A375	1	0.500094972
AKT3	CHEK1	AKT	Predict	no A549	1	0.514365217
AKT3	BCL2L2	AKT	Apop	no OVCAR8	1	0.527181818
AKT3	CHEK2	AKT	Predict	no Meljuso	1	0.557508696
AKT3	BRCA2	AKT	BrPa	no OVCAR8	1	0.558116883
AKT3	PARP2	AKT	BrPa	no HT29	1	0.562036145
AKT3	CHEK1	AKT	Predict	no A375	1	0.569301508
AKT3	CHEK2	AKT	Predict	no 786O	1	0.569739286
AKT3	BRCA2	AKT	BrPa	no A375	1	0.570946078
AKT3	BRCA1	AKT	BrPa	All 6	1	0.572333333
AKT3	BRCA1	AKT	BrPa	no OVCAR8	1	0.578980315
AKT3	BRCA2	AKT	BrPa	no 786O	1	0.581425532
AKT3	BCL2L2	AKT	Apop	no 786O	1	0.582596552
AKT3	PARP2	AKT	BrPa	All 6	1	0.595341176
AKT3	BRCA2	AKT	BrPa	All 6	1	0.602369811
AKT3	BRCA2	AKT	BrPa	no Meljuso	1	0.602838583
AKT3	BCL2L2	AKT	Apop	All 6	1	0.641814685
AKT3	HPRT intron	AKT	Ctrl	no A549	1	0.666894366
AKT3	WEE1	AKT	Predict	no OVCAR8	1	0.696789831
AKT3	PARP2	AKT	BrPa	no OVCAR8	1	0.713123746
AKT3	BRCA2	AKT	BrPa	no HT29	1	0.720362179
AKT3	UBB	AKT	Red	no Meljuso	1	0.723306189
AKT3	PARP2	AKT	BrPa	no 786O	1	0.733863905
AKT3	CHEK2	AKT	Predict	no HT29	1	0.735389881
AKT3	UBB	AKT	Red	All 6	1	0.740284024
AKT3	CHEK2	AKT	Predict	All 6	1	0.745459302
AKT3	CHEK2	AKT	Predict	no OVCAR8	1	0.771610119
AKT3	BCL2L2	AKT	Apop	no A549	1	0.803
AKT3	PARP2	AKT	BrPa	no A375	1	0.823425982
AKT3	BRCA1	AKT	BrPa	no Meljuso	1	0.846608815
AKT3	UBB	AKT	Red	no HT29	1	0.855743386
AKT3	BCL2L2	AKT	Apop	no Meljuso	1	0.859752044
AKT3	MAP2K2	AKT	Mapk	no 786O	1	0.861628866
AKT3	BRCA2	AKT	BrPa	no A549	1	0.877961538
AKT3	BRCA1	AKT	BrPa	no A375	1	0.884626781
AKT3	WEE1	AKT	Predict	no 786O	1	0.892997537
AKT3	MAP2K1	AKT	Mapk	no OVCAR8	1	0.916479487
AKT3	PARP1	AKT	BrPa	no 786O	1	0.9177891
AKT3	MAP2K2	AKT	Mapk	no Meljuso	1	0.921866667
AKT3	UBB	AKT	Red	no OVCAR8	1	0.932906863
AKT3	MAP2K1	AKT	Mapk	All 6	1	0.933510689
AKT3	BCL2L2	AKT	Apop	no A375	1	0.939229167
AKT3	UBB	AKT	Red	no A375	1	0.95432732
AKT3	MAP2K2	AKT	Mapk	no OVCAR8	1	0.957273585
AKT3	MAP2K2	AKT	Mapk	no HT29	1	0.975848131
AKT3	BCL2	AKT	Apop	no HT29	1	0.976332564
AKT3	MAP2K1	AKT	Mapk	no 786O	1	0.978413093
AKT3	BRCA1	AKT	BrPa	no A549	1	0.989986014
AKT3	CD81	AKT	Ctrl	All 6	1	1
AKT3	AKT2	AKT	AKT	no A549	0.00625	1
AKT3	BCL2	AKT	Apop	All 6	1	1
AKT3	AKT2	AKT	AKT	no HT29	0.019088235	1
AKT3	MCL1	AKT	Apop	no HT29	0.045568182	1
AKT3	AKT1	AKT	AKT	no HT29	0.063638298	1
AKT3	MCL1	AKT	Apop	no Meljuso	0.087446429	1
AKT3	IMPDH1	AKT	Predict	no A549	0.087962963	1
AKT3	AKT1	AKT	AKT	no A375	0.097409091	1
AKT3	AKT2	AKT	AKT	no 786O	0.103836735	1
AKT3	MCL1	AKT	Apop	no A549	0.105608696	1
AKT3	MCL1	AKT	Apop	no A375	0.108913043	1
AKT3	BCL2L1	AKT	Apop	no A375	0.149967213	1
AKT3	MCL1	AKT	Apop	no 786O	0.152066667	1
AKT3	IMPDH1	AKT	Predict	no A375	0.154126984	1
AKT3	AKT2	AKT	AKT	no A375	0.155523077	1
AKT3	AKT1	AKT	AKT	no Meljuso	0.162605634	1
AKT3	BCL2L1	AKT	Apop	no Meljuso	0.164486486	1
AKT3	IMPDH1	AKT	Predict	no Meljuso	0.164486486	1
AKT3	AKT2	AKT	AKT	no OVCAR8	0.172520548	1
AKT3	MCL1	AKT	Apop	no OVCAR8	0.172520548	1
AKT3	BCL2L1	AKT	Apop	no A549	0.190113402	1
AKT3	AKT2	AKT	AKT	no Meljuso	0.206204819	1
AKT3	PARP1	AKT	BrPa	All 6	1	1
AKT3	AKT1	AKT	AKT	no A549	0.215485149	1
AKT3	IMPDH1	AKT	Predict	no 786O	0.262140351	1
AKT3	BCL2L1	AKT	Apop	no HT29	0.282021277	1
AKT3	IMPDH1	AKT	Predict	no HT29	0.328168224	1
AKT3	IMPDH1	AKT	Predict	no OVCAR8	0.328916667	1
AKT3	MAPK1	AKT	Mapk	no OVCAR8	0.409168831	1
AKT3	MTOR	AKT	Predict	no HT29	0.421243243	1
AKT3	AKT1	AKT	AKT	no OVCAR8	0.456868571	1
AKT3	MAPK1	AKT	Mapk	no 786O	0.480418478	1
AKT3	MTOR	AKT	Predict	no A549	0.491191781	1
AKT3	MAP2K2	AKT	Mapk	All 6	1	1
