Gene_Pair	GeneA y Phenotype	GeneB y Phenotype	"GeneAB Observed y Phenotype"	GeneAB RawGI	GeneAB NormGI	GeneAB GIT score	GeneAB GIM score	"Correlation of GI profiles (GIT score)"	"Correlation of GI profiles (GIM score)"	q-values based on GIM score
AGPAT1__KSR1	-2,019	-0,783	-3,249	-0,607	-0,765	-2,822	-2,968	-0,064	-0,125	0,038668113
IGF1R__MAPK12	-4,583	-3,067	-7,926	-0,697	-0,663	-2,821	-3,191	-0,041	-0,080	0,030467395
ERBB3__TST	-1,385	-0,442	-2,235	-0,365	-0,656	-2,820	-1,613	0,072	0,094	0,134510853
ALPL__MAPKAPK2	-0,749	-0,789	-1,821	-0,307	-0,550	-2,818	-4,197	0,105	0,117	0,008858143
CYP4F12__MAPK12	-2,447	-3,067	-5,352	-0,446	-0,592	-2,818	-3,027	0,098	0,147	0,035971481
HCRTR1__PIK3C2B	-3,307	-0,665	-4,197	-0,540	-0,762	-2,817	-3,145	0,037	0,002	0,031816602
CKM__XIAP	-1,322	-2,451	-3,694	-0,396	-0,759	-2,816	-3,010	-0,012	0,040	0,036674939
GRM2__PTGIR	-0,213	0,065	-0,203	-0,284	-0,545	-2,816	-2,759	0,133	0,112	0,046100007
AMHR2__PRODH	-1,067	-2,250	-3,722	-0,367	-0,621	-2,813	-2,589	0,010	0,024	0,053879487
HCRTR1__NPR1	-3,307	-1,211	-4,775	-0,404	-0,641	-2,812	-3,952	-0,029	-0,023	0,012265466
CYP4F12__MMP25	-2,447	-0,437	-2,930	-0,313	-0,542	-2,812	-2,915	0,042	0,123	0,040431638
AMHR2__OXT	-1,067	-0,939	-2,573	-0,324	-0,596	-2,810	-1,587	0,111	0,177	0,138769144
GPI__STMN1	-3,285	-3,308	-7,228	-0,643	-0,740	-2,809	-1,814	-0,069	0,022	0,11191285
MAPK12__PKLR	-3,067	-1,080	-4,792	-0,457	-0,544	-2,808	-3,646	0,088	0,058	0,01886619
AOC3__TYK2	-1,567	-1,079	-2,936	-0,332	-0,514	-2,807	-2,919	0,033	0,056	0,040344967
MAP3K4__PIK3CB	-1,918	0,064	-2,168	-0,427	-0,744	-2,805	-2,792	0,023	0,058	0,044883977
CSNK1G2__MAP3K10	-1,166	-1,090	-2,386	-0,361	-0,615	-2,804	-3,491	0,186	0,243	0,022201335
EGFR__NAGK	0,272	-0,739	-0,908	-0,309	-0,606	-2,803	-2,449	-0,036	-0,050	0,062521384
AMHR2__MAPK12	-1,067	-3,067	-4,421	-0,434	-0,649	-2,802	-3,505	0,076	0,046	0,021882516
CDKN1A__NOS2	-1,754	-1,122	-2,925	-0,293	-0,508	-2,802	-2,741	0,096	0,032	0,047173947
AMHR2__CIT	-1,067	-4,565	-6,092	-0,372	-0,514	-2,800	-3,867	0,009	-0,006	0,013866489
IL12A__PIK3CG	-0,186	-1,010	-1,272	-0,382	-0,656	-2,800	-3,110	0,136	0,085	0,033099822
CAMK2G__LCK	-1,296	-2,887	-4,699	-0,466	-0,701	-2,799	-4,082	0,119	0,077	0,010711879
BRD2__UCK2	-2,558	-0,763	-3,735	-0,413	-0,634	-2,796	-2,274	-0,058	-0,063	0,074967953
MAP3K10__NOS2	-1,090	-1,122	-2,598	-0,317	-0,538	-2,794	-1,843	0,072	0,127	0,109158761
DCXR__TK1	-1,067	-1,890	-3,525	-0,410	-0,670	-2,792	-5,400	0,297	0,112	0,001304253
CSNK1G2__TPSAB1	-1,166	-2,436	-3,807	-0,354	-0,533	-2,788	-2,688	0,192	0,209	0,048984355
CIT__CYP4F12	-4,565	-2,447	-7,455	-0,499	-0,666	-2,787	-4,022	-0,017	-0,010	0,01155653
AOC3__PIK3CD	-1,567	-1,372	-3,826	-0,515	-0,882	-2,787	-3,555	0,119	0,060	0,020769045
ADRBK1__MASP2	-0,953	-0,472	-1,632	-0,272	-0,530	-2,785	-3,064	0,008	0,017	0,034789016
MAP3K8__TOP1	-0,015	-10,290	-11,583	-0,548	-0,621	-2,784	-2,089	0,048	0,071	0,087696944
CSF3R__GMPS	-2,260	-9,083	-12,020	-0,838	-0,741	-2,782	-1,771	-0,050	-0,044	0,116088157
GCK__SRC	0,031	0,012	0,059	-0,337	-0,651	-2,781	-2,256	0,148	0,123	0,075919529
LCK__LTB4R	-2,887	-1,324	-4,397	-0,424	-0,654	-2,780	-2,788	0,012	0,021	0,04485888
ACVR1__CIT	-0,009	-4,565	-4,522	-0,388	-0,637	-2,773	-3,048	-0,075	-0,067	0,034939526
EPHA2__PKLR	-0,696	-1,080	-2,501	-0,361	-0,573	-2,770	-3,705	0,125	0,115	0,017105923
AOC1__TOP1	-0,898	-10,290	-12,422	-0,630	-0,541	-2,770	-1,759	-0,016	-0,024	0,116912449
MAP2K7__PRODH	-0,638	-2,250	-3,546	-0,383	-0,648	-2,769	-3,731	0,138	0,129	0,016271958
BCAT2__CNTFR	-1,032	-2,203	-3,864	-0,436	-0,682	-2,769	-2,599	0,030	0,096	0,05335444
AOC3__BCAT2	-1,567	-1,032	-2,767	-0,393	-0,607	-2,767	-2,713	0,155	0,135	0,048131614
BRCA2__CD22	-3,688	-0,503	-4,493	-0,345	-0,570	-2,766	-1,431	0,036	0,123	0,161209116
EPHA2__TK1	-0,696	-1,890	-2,776	-0,333	-0,604	-2,766	-2,014	0,284	0,217	0,093056386
KSR1__LARS2	-0,783	-5,628	-6,155	-0,565	-0,669	-2,765	-1,975	0,074	0,074	0,09644054
FABP4__GALK1	0,022	-1,781	-2,070	-0,443	-0,785	-2,764	-1,704	0,072	0,093	0,123874166
MAP2K2__PIK3C2B	-0,367	-0,665	-1,446	-0,329	-0,619	-2,760	-1,759	0,095	0,135	0,11686483
AXL__MAP2K7	-0,979	-0,638	-1,869	-0,353	-0,582	-2,759	-2,959	0,041	0,091	0,039189481
CAMK2G__PTPRE	-1,296	-0,635	-2,511	-0,320	-0,577	-2,752	-3,976	0,046	0,035	0,012188998
CDC25A__HMGA1	-3,276	-5,600	-8,528	-0,711	-0,688	-2,749	-4,649	0,326	0,283	0,004496769
CDK12__TSPO	-5,192	-1,526	-7,316	-0,517	-0,661	-2,743	-2,327	-0,018	-0,008	0,071276999
BIRC5__PIK3C2B	-9,867	-0,665	-10,881	-1,175	-1,130	-2,743	-2,879	-0,145	-0,135	0,041474881
CHD1__POMC	-1,547	-0,616	-2,669	-0,409	-0,695	-2,740	-2,802	-0,007	-0,007	0,044293326
IGF1R__PIK3CD	-4,583	-1,372	-7,080	-0,866	-1,059	-2,740	-3,560	0,044	0,032	0,020720087
AXL__CYP4F12	-0,979	-2,447	-3,199	-0,321	-0,518	-2,739	-2,681	0,057	0,072	0,049070641
BCL2L2__ITGB7	-1,926	-1,477	-4,032	-0,297	-0,561	-2,738	-1,984	0,091	0,144	0,095711349
CRYBB1__LCK	-0,615	-2,887	-3,967	-0,404	-0,671	-2,735	-3,365	0,041	0,009	0,025530494
PLOD1__UCK2	-1,793	-0,763	-2,892	-0,317	-0,614	-2,733	-2,512	0,072	0,051	0,05845799
AMHR2__CAMK2G	-1,067	-1,296	-2,826	-0,313	-0,542	-2,726	-2,450	0,137	0,154	0,062503193
CDK12__FN3K	-5,192	-0,827	-6,703	-0,445	-0,594	-2,724	-1,950	0,125	0,109	0,098813485
BCL2L1__BCL2L2	-5,370	-1,926	-7,138	-0,377	-0,509	-2,722	-3,354	0,108	0,139	0,025725915
ACVRL1__CDK12	-0,850	-5,192	-6,472	-0,396	-0,546	-2,714	-2,995	-0,003	-0,014	0,037569881
LARS2__PIK3CD	-5,628	-1,372	-7,937	-0,797	-0,970	-2,713	-2,919	0,125	0,162	0,040491134
NOS2__POMC	-1,122	-0,616	-2,318	-0,370	-0,690	-2,713	-3,574	0,185	0,193	0,020571474
CSF3R__DMPK	-2,260	-1,362	-3,885	-0,344	-0,555	-2,711	-2,839	0,012	0,009	0,042823121
DMPK__TST	-1,362	-0,442	-2,254	-0,398	-0,721	-2,707	-2,812	0,091	0,091	0,043958768
ERBB3__PRSS8	-1,385	-0,778	-2,750	-0,298	-0,534	-2,703	-3,072	0,280	0,236	0,034451819
CDC25A__ERBB2	-3,276	-1,344	-5,410	-0,465	-0,715	-2,699	-4,032	0,039	0,068	0,01145976
CAMK1D__ERBB3	0,124	-1,385	-1,808	-0,321	-0,603	-2,695	-2,435	-0,071	-0,054	0,063380195
CDC25A__IL12A	-3,276	-0,186	-4,189	-0,485	-0,706	-2,693	-2,461	0,098	0,091	0,061765543
AOC3__PIK3R2	-1,567	-1,287	-3,361	-0,404	-0,639	-2,691	-3,420	0,045	0,016	0,024027285
ITGB7__NPR1	-1,477	-1,211	-3,002	-0,271	-0,490	-2,689	-2,285	-0,064	-0,049	0,073946662
ATR__NAMPT	-10,398	-16,018	-24,642	-1,765	-0,698	-2,689	-2,112	-0,059	0,046	0,08544044
PTPRJ__RELA	-1,014	-0,822	-2,086	-0,312	-0,578	-2,687	-3,567	0,110	0,092	0,020593254
NPEPPS__STMN1	-1,323	-3,308	-5,435	-0,376	-0,523	-2,686	-1,340	0,033	0,143	0,172815834
DCK__TOP1	-1,100	-10,290	-11,520	-0,588	-0,623	-2,686	-1,356	0,054	0,050	0,169957369
CSF3R__GCK	-2,260	0,031	-2,702	-0,366	-0,651	-2,684	-3,105	0,005	-0,028	0,033070297
DDR1__TK1	-0,649	-1,890	-2,906	-0,369	-0,644	-2,680	-3,585	0,249	0,144	0,020667974
CDK8__EPHA2	-1,445	-0,696	-2,738	-0,373	-0,645	-2,675	-2,151	-0,029	-0,045	0,083774107
CDK8__NPEPPS	-1,445	-1,323	-2,930	-0,370	-0,642	-2,674	-0,980	0,080	0,094	0,233534708
CHD1__PIM2	-1,547	-2,275	-4,201	-0,420	-0,674	-2,670	-2,837	0,068	0,027	0,042910925
INPP1__PRKCA	-0,451	-0,440	-1,532	-0,385	-0,767	-2,668	-2,288	0,063	0,062	0,07361848
PLA2G4C__PRKAA1	-0,026	-0,215	-0,254	-0,311	-0,562	-2,666	-2,629	-0,048	-0,039	0,051398412
CDC25A__EHMT2	-3,276	-0,955	-5,892	-0,527	-0,818	-2,664	-3,080	0,023	0,007	0,034010824
CARM1__PIK3C2B	-3,923	-0,665	-5,067	-0,455	-0,731	-2,661	-2,921	0,078	0,080	0,040672075
LCK__PKLR	-2,887	-1,080	-4,299	-0,416	-0,582	-2,661	-2,145	0,147	0,162	0,084171212
CSNK1G2__TK1	-1,166	-1,890	-3,504	-0,474	-0,818	-2,660	-2,536	0,213	0,231	0,057163186
ALK__PRODH	-0,898	-2,250	-4,105	-0,432	-0,596	-2,659	-2,137	0,032	0,130	0,084129598
BIRC5__DCXR	-9,867	-1,067	-10,475	-0,883	-0,901	-2,658	-1,520	0,016	0,053	0,148668388
MAP3K10__TK1	-1,090	-1,890	-3,079	-0,354	-0,580	-2,657	-2,144	0,174	0,152	0,084097807
PTPRE__SLC5A5	-0,635	-0,791	-2,134	-0,285	-0,513	-2,657	-1,954	0,136	0,138	0,098360051
ERBB2__PIK3CB	-1,344	0,064	-1,722	-0,368	-0,656	-2,656	-2,899	0,045	0,032	0,040788216
AOC1__CDC25A	-0,898	-3,276	-5,054	-0,394	-0,618	-2,656	-2,627	0,096	0,149	0,05145599
AANAT__P2RY6	-1,408	-0,760	-2,532	-0,352	-0,595	-2,654	-3,140	-0,003	-0,015	0,031976075
MCL1__PIK3CG	-2,489	-1,010	-3,875	-0,427	-0,739	-2,653	-1,888	-0,165	-0,129	0,103910925
MASP2__NPEPPS	-0,472	-1,323	-3,149	-0,295	-0,488	-2,652	-2,563	0,109	0,158	0,05570878
CYP4F12__STMN1	-2,447	-3,308	-5,814	-0,439	-0,601	-2,651	-3,362	0,107	0,150	0,02564623
ALAD__ERBB2	-4,894	-1,344	-6,895	-0,408	-0,532	-2,648	-2,341	-0,075	-0,134	0,069796208
CHD1__FABP4	-1,547	0,022	-1,791	-0,294	-0,522	-2,646	-1,656	0,171	0,177	0,129162443
BCAT2__FGFR2	-1,032	-0,533	-1,792	-0,291	-0,526	-2,642	-2,651	0,076	0,089	0,050264262
AANAT__EHMT2	-1,408	-0,955	-2,626	-0,378	-0,792	-2,641	-1,642	0,037	0,018	0,130500605
CRYBB1__NPR2	-0,615	-2,336	-3,394	-0,377	-0,658	-2,636	-2,281	0,093	0,051	0,074273288
CSF3R__PRKCD	-2,260	0,177	-2,470	-0,282	-0,502	-2,634	-2,777	-0,040	0,020	0,044912164
BCL2L2__MAP3K8	-1,926	-0,015	-2,109	-0,367	-0,590	-2,631	-3,270	0,144	0,156	0,028158082
SPHK2__TPSAB1	-0,950	-2,436	-3,367	-0,374	-0,605	-2,628	-2,109	0,047	0,114	0,085683106
PRKDC__SRC	-3,525	0,012	-3,859	-0,286	-0,516	-2,626	-2,370	0,081	0,112	0,067865923
AMHR2__CDC25B	-1,067	-1,748	-3,421	-0,293	-0,547	-2,625	-2,853	0,000	-0,038	0,042255595
PRODH__TK1	-2,250	-1,890	-4,675	-0,518	-0,812	-2,624	-1,934	0,195	0,188	0,100034636
ALPL__PIK3C2B	-0,749	-0,665	-1,941	-0,334	-0,630	-2,621	-3,375	0,110	0,074	0,025222345
BCAT2__CDK5	-1,032	-0,143	-1,239	-0,345	-0,682	-2,619	-2,097	0,113	0,072	0,087138496
CDK8__ILK	-1,445	-0,704	-3,059	-0,356	-0,680	-2,617	-2,115	0,105	0,068	0,085276895
BCL2L1__PRKAA1	-5,370	-0,215	-6,210	-0,368	-0,512	-2,616	-2,667	0,126	0,115	0,049645223
BCL2L1__SLC16A5	-5,370	-1,334	-7,016	-0,377	-0,574	-2,615	-4,180	-0,145	-0,147	0,009126635
DMPK__PTK6	-1,362	-0,728	-2,590	-0,308	-0,529	-2,615	-3,083	0,115	0,138	0,033921825
AANAT__CDK12	-1,408	-5,192	-6,810	-0,495	-0,675	-2,608	-2,538	0,044	0,031	0,057076735
DCXR__FGFR3	-1,067	-0,912	-2,546	-0,305	-0,485	-2,606	-3,171	0,183	0,136	0,031065971
BCAT2__SRC	-1,032	0,012	-1,476	-0,282	-0,573	-2,605	-2,506	0,098	0,104	0,058584458
BCL2L1__BRD2	-5,370	-2,558	-8,249	-0,465	-0,521	-2,604	-2,865	-0,039	-0,053	0,042041212
HMGA1__TK1	-5,600	-1,890	-7,976	-0,469	-0,562	-2,603	-2,128	0,297	0,242	0,084728505
CRYBB1__PTK6	-0,615	-0,728	-1,770	-0,322	-0,605	-2,599	-2,920	0,054	0,074	0,040589784
CAMK1D__SRC	0,124	0,012	-0,039	-0,307	-0,630	-2,598	-1,398	-0,010	-0,076	0,163738645
ERBB2__GPX1	-1,344	-1,005	-3,108	-0,359	-0,614	-2,597	-3,177	0,118	0,109	0,030751663
CDKN1A__GPX1	-1,754	-1,005	-3,330	-0,340	-0,558	-2,597	-1,540	0,066	0,106	0,145812143
CSK__POMC	-1,758	-0,616	-2,629	-0,373	-0,646	-2,596	-2,014	0,074	0,091	0,093031011
BIRC5__CAMK1G	-9,867	-0,701	-9,940	-0,764	-0,717	-2,595	-1,985	0,023	-0,054	0,095631042
BCAT2__DMPK	-1,032	-1,362	-2,816	-0,305	-0,511	-2,594	-2,510	0,110	0,138	0,058508042
GMPS__SPHK1	-9,083	-1,140	-11,502	-0,888	-0,716	-2,593	-3,196	0,043	0,059	0,030302571
LIG1__NAMPT	-2,514	-16,018	-21,221	-1,456	-0,569	-2,590	-4,511	-0,001	-0,026	0,005492453
PIK3CB__TST	0,064	-0,442	-0,528	-0,363	-0,781	-2,589	-1,806	-0,018	0,018	0,11285878
CRYBB1__PIM1	-0,615	-3,019	-4,031	-0,359	-0,593	-2,587	-2,144	-0,123	-0,135	0,084010611
BIRC5__DNMT1	-9,867	-3,434	-14,160	-1,682	-1,159	-2,586	-2,438	-0,089	-0,053	0,06326769
DCXR__DDR2	-1,067	-0,085	-1,800	-0,344	-0,586	-2,585	-2,230	0,050	0,051	0,077726586
HMGCR__PIK3CD	-4,338	-1,372	-7,082	-0,576	-0,900	-2,584	-2,117	-0,024	-0,038	0,085319247
EHMT2__FGFR2	-0,955	-0,533	-1,882	-0,321	-0,566	-2,581	-2,615	-0,103	-0,080	0,052086822
CDKN1A__DMPK	-1,754	-1,362	-3,525	-0,307	-0,501	-2,581	-2,341	0,046	0,062	0,069739854
ITGB7__POMC	-1,477	-0,616	-2,676	-0,469	-0,728	-2,578	-1,944	0,037	0,105	0,099575309
FGFR4__NPR2	0,053	-2,336	-2,696	-0,330	-0,520	-2,576	-1,634	-0,036	-0,044	0,131214662
MASP2__SRC	-0,472	0,012	-0,930	-0,301	-0,555	-2,574	-2,080	0,128	0,164	0,088427322
CRYBB1__SSTR4	-0,615	-1,612	-3,187	-0,421	-0,674	-2,574	-2,023	0,013	0,008	0,092383886
GPI__PRKCZ	-3,285	-1,211	-5,144	-0,470	-0,751	-2,574	-2,823	0,165	0,202	0,043744194
CDC25A__TK1	-3,276	-1,890	-5,998	-0,529	-0,772	-2,572	-2,230	0,241	0,236	0,077833038
FN3K__PRKCA	-0,827	-0,440	-1,842	-0,307	-0,598	-2,572	-2,807	0,097	0,098	0,044139726
GMPS__MST1R	-9,083	-0,732	-10,899	-0,738	-0,688	-2,569	-2,215	0,054	0,102	0,077591804
ITGB7__TST	-1,477	-0,442	-2,286	-0,333	-0,609	-2,567	-2,627	0,037	0,032	0,051416833
BCKDK__MAP3K4	-0,637	-1,918	-3,155	-0,304	-0,492	-2,564	-4,206	0,163	0,144	0,008764119
DCK__PRKDC	-1,100	-3,525	-5,866	-0,358	-0,514	-2,564	-3,915	0,196	0,187	0,01292698
BCL2L1__EPHB2	-5,370	-0,976	-6,971	-0,330	-0,475	-2,564	-3,000	-0,030	-0,079	0,037438926
FABP4__MCL1	0,022	-2,489	-2,841	-0,427	-0,720	-2,564	-1,901	0,227	0,185	0,102988613
ALAD__CAMK2G	-4,894	-1,296	-6,241	-0,416	-0,541	-2,563	-1,233	-0,118	-0,072	0,188337067
MAPKAPK2__SPHK2	-0,789	-0,950	-2,065	-0,312	-0,553	-2,561	-3,751	-0,014	0,023	0,015810154
CYP4F12__RPS6KA4	-2,447	-1,116	-3,714	-0,375	-0,591	-2,560	-5,678	0,068	0,075	0,000783504
AXL__TST	-0,979	-0,442	-1,340	-0,313	-0,603	-2,558	-1,603	0,009	-0,008	0,136276197
PRSS8__SSTR5	-0,778	-1,555	-3,834	-0,299	-0,462	-2,558	-1,996	0,087	0,078	0,094490285
CDK5__HMGA1	-0,143	-5,600	-6,373	-0,347	-0,518	-2,557	-2,913	0,183	0,170	0,040363863
CSF3R__HMGCR	-2,260	-4,338	-6,489	-0,498	-0,616	-2,557	-1,795	0,084	0,029	0,114075727
ALAD__RPS6KA4	-4,894	-1,116	-6,379	-0,471	-0,707	-2,556	-2,048	0,019	0,015	0,09063742
PIK3CG__SLC16A8	-1,010	-1,458	-2,809	-0,343	-0,633	-2,556	-2,409	0,096	0,121	0,065136954
FN3K__SLC16A5	-0,827	-1,334	-2,415	-0,258	-0,485	-2,553	-2,069	0,084	0,090	0,089604943
DMPK__HCRT	-1,362	-1,411	-3,171	-0,309	-0,519	-2,552	-2,205	0,097	0,100	0,078813985
AKT2__MAP2K2	-3,476	-0,367	-4,503	-0,336	-0,491	-2,551	-2,503	0,034	-0,025	0,058862557
GMPS__PRKDC	-9,083	-3,525	-14,491	-0,859	-0,570	-2,550	-2,604	0,110	0,065	0,053148994
AOC3__CDC25A	-1,567	-3,276	-5,231	-0,464	-0,608	-2,549	-2,541	0,158	0,080	0,056852825
IL12A__MAP3K10	-0,186	-1,090	-1,250	-0,334	-0,581	-2,547	-2,281	0,097	0,099	0,074208941
ATM__BIRC5	-1,456	-9,867	-11,609	-0,942	-0,688	-2,542	-2,153	-0,073	-0,031	0,083748594
PIK3CD__PIM2	-1,372	-2,275	-4,453	-0,651	-0,942	-2,538	-2,592	0,055	0,013	0,053685991
ALK__CDC25A	-0,898	-3,276	-5,026	-0,547	-0,644	-2,538	-2,635	0,216	0,200	0,050994121
CDK12__CDK8	-5,192	-1,445	-7,490	-0,505	-0,612	-2,537	-3,066	0,091	0,088	0,03470186
MAPKAPK2__STMN1	-0,789	-3,308	-4,498	-0,255	-0,454	-2,534	-1,830	0,069	0,154	0,109927224
BRCA2__PKLR	-3,688	-1,080	-5,698	-0,378	-0,563	-2,533	-3,507	-0,046	-0,092	0,021963139
CAMK2A__CSNK1G2	-0,737	-1,166	-2,275	-0,321	-0,589	-2,533	-1,354	0,076	0,121	0,170128559
MCL1__PRKAA1	-2,489	-0,215	-3,512	-0,420	-0,676	-2,532	-2,685	0,042	0,055	0,049130575
BCKDK__GPX1	-0,637	-1,005	-2,257	-0,391	-0,669	-2,530	-2,406	0,186	0,187	0,065232061
CASK__PIM2	-0,481	-2,275	-3,393	-0,425	-0,695	-2,530	-2,634	-0,002	0,002	0,051010056
EHMT2__NAGK	-0,955	-0,739	-3,660	-0,318	-0,559	-2,529	-3,075	0,012	-0,007	0,034308384
GRM2__MAP3K10	-0,213	-1,090	-1,167	-0,283	-0,512	-2,529	-1,838	-0,043	0,001	0,109480683
DDR2__GRM2	-0,085	-0,213	-0,629	-0,237	-0,476	-2,528	-2,371	0,015	0,029	0,067819158
MAPK3__MMP25	-1,014	-0,437	-1,627	-0,252	-0,481	-2,524	-3,062	-0,036	-0,051	0,034647631
GHSR__KSR1	-0,283	-0,783	-1,565	-0,239	-0,452	-2,524	-3,071	0,026	-0,031	0,034406741
CHD1__PFKFB1	-1,547	-0,008	-1,545	-0,313	-0,558	-2,524	-1,558	-0,130	-0,134	0,142842558
CD22__TPSAB1	-0,503	-2,436	-3,376	-0,360	-0,564	-2,523	-2,674	0,044	0,041	0,049411516
CYP4F12__MAP3K5	-2,447	-0,220	-2,944	-0,329	-0,608	-2,521	-2,365	-0,199	-0,136	0,068116243
DDR2__TST	-0,085	-0,442	-0,894	-0,349	-0,655	-2,519	-3,178	0,056	0,104	0,03078978
FN3K__HCRT	-0,827	-1,411	-2,596	-0,286	-0,472	-2,519	-1,612	0,033	0,020	0,134802024
CNTFR__FABP4	-2,203	0,022	-2,567	-0,405	-0,660	-2,518	-2,603	0,131	0,133	0,053204812
CAMK2B__CD22	-0,060	-0,503	-0,753	-0,250	-0,470	-2,515	-2,892	-0,041	-0,098	0,041031504
BRD2__MMP25	-2,558	-0,437	-3,242	-0,309	-0,511	-2,511	-2,226	0,025	0,048	0,077706994
CDK12__CDKN1A	-5,192	-1,754	-7,194	-0,454	-0,565	-2,509	-2,622	0,097	0,067	0,051633739
LCK__OXT	-2,887	-0,939	-4,235	-0,345	-0,568	-2,509	-2,535	0,178	0,198	0,057265219
AMHR2__EPHA2	-1,067	-0,696	-2,272	-0,287	-0,503	-2,508	-1,863	0,129	0,124	0,106643902
ADRBK1__PTPRJ	-0,953	-1,014	-2,350	-0,291	-0,553	-2,505	-3,235	-0,012	0,003	0,029181101
CDK8__TK1	-1,445	-1,890	-3,883	-0,507	-0,834	-2,504	-1,134	0,176	0,159	0,203336386
AMHR2__ERBB3	-1,067	-1,385	-2,990	-0,282	-0,487	-2,503	-2,413	0,155	0,104	0,06482908
HCRT__PTGIR	-1,411	0,065	-1,595	-0,290	-0,512	-2,502	-1,768	-0,071	-0,030	0,116272284
RPS6KA2__TK1	-0,478	-1,890	-2,871	-0,347	-0,575	-2,502	-2,000	0,152	0,095	0,094178629
MMP14__NPR1	-0,159	-1,211	-1,710	-0,246	-0,473	-2,501	-3,550	-0,028	-0,118	0,020815023
CDKN1A__EHMT2	-1,754	-0,955	-3,691	-0,449	-0,750	-2,499	-1,589	-0,103	-0,029	0,138273184
KSR1__TK1	-0,783	-1,890	-3,215	-0,339	-0,558	-2,499	-1,593	0,208	0,185	0,137693613
BCAT2__MMP25	-1,032	-0,437	-1,972	-0,241	-0,469	-2,498	-4,366	0,069	0,107	0,006902688
BCL2L2__NAMPT	-1,926	-16,018	-17,894	-1,316	-0,492	-2,497	-1,591	0,037	0,015	0,137955204
AOC1__CSK	-0,898	-1,758	-3,002	-0,266	-0,462	-2,494	-3,049	0,096	0,087	0,035015566
HMGA1__HMGA1	-5,600	-5,600	-11,438	-0,998	-0,879	-2,493	-0,790	NA	NA	0,270211296
CSNK1G2__FABP4	-1,166	0,022	-1,443	-0,284	-0,521	-2,493	-3,100	0,129	0,174	0,03318604
LTC4S__MAP2K7	-1,265	-0,638	-1,972	-0,364	-0,646	-2,492	-1,251	0,124	0,137	0,185426059
CDC25A__MAP3K8	-3,276	-0,015	-4,106	-0,370	-0,620	-2,491	-2,220	0,207	0,193	0,078176714
PRSS8__SRC	-0,778	0,012	-1,119	-0,306	-0,509	-2,490	-3,874	0,066	0,084	0,013754152
AOC3__MASP2	-1,567	-0,472	-2,667	-0,260	-0,472	-2,487	-2,757	-0,067	-0,032	0,046157282
CAMK1D__GMPS	0,124	-9,083	-8,973	-0,720	-0,764	-2,487	-1,222	-0,059	-0,085	0,189532888
PIK3CB__TPSAB1	0,064	-2,436	-2,724	-0,330	-0,595	-2,486	-2,137	-0,026	-0,019	0,084325633
AOC3__CAMK2A	-1,567	-0,737	-2,569	-0,277	-0,499	-2,486	-2,667	0,148	0,187	0,049650817
NPR1__TK1	-1,211	-1,890	-3,486	-0,365	-0,614	-2,486	-1,942	0,170	0,071	0,099668741
CYP11B2__SSTR5	-0,595	-1,555	-2,376	-0,292	-0,506	-2,485	-2,928	0,096	0,156	0,040575027
AMHR2__DNMT1	-1,067	-3,434	-4,785	-0,585	-0,812	-2,483	-1,193	-0,063	-0,033	0,194101178
CIT__SLC16A8	-4,565	-1,458	-6,035	-0,385	-0,556	-2,482	-2,347	0,024	0,019	0,06936686
CDKN1A__MAP2K7	-1,754	-0,638	-2,660	-0,303	-0,481	-2,482	-2,817	0,113	0,049	0,043910259
CD22__CSNK1G2	-0,503	-1,166	-2,172	-0,377	-0,632	-2,481	-1,768	0,147	0,163	0,116334895
AOC3__NAGK	-1,567	-0,739	-3,057	-0,259	-0,456	-2,479	-5,897	-0,101	-0,198	0,000580952
EDA__PRKDC	-2,372	-3,525	-6,855	-0,467	-0,503	-2,478	-3,929	0,047	0,071	0,012583113
ACVRL1__LTC4S	-0,850	-1,265	-2,255	-0,287	-0,497	-2,478	-2,713	0,112	0,097	0,048119757
AXL__PIK3CD	-0,979	-1,372	-3,173	-0,478	-0,763	-2,476	-2,133	0,037	0,056	0,084145779
CDK5__PPP1CC	-0,143	-1,344	-1,776	-0,428	-0,816	-2,475	-1,685	0,055	0,037	0,125594412
PRKCZ__TSPO	-1,211	-1,526	-3,234	-0,312	-0,551	-2,475	-2,013	0,127	0,099	0,093001175
ERBB3__PRODH	-1,385	-2,250	-3,808	-0,345	-0,535	-2,474	-2,890	0,036	-0,012	0,04110122
CSF1R__PIK3CD	-0,238	-1,372	-2,431	-0,506	-0,918	-2,473	-1,533	0,171	0,181	0,146656067
BCAT2__SLC16A8	-1,032	-1,458	-3,084	-0,386	-0,606	-2,472	-1,368	0,261	0,282	0,168613491
PIK3CD__PIK3CG	-1,372	-1,010	-3,167	-0,543	-0,977	-2,471	-2,556	-0,029	-0,035	0,05604977
EPHA2__NPR1	-0,696	-1,211	-2,277	-0,265	-0,469	-2,470	-2,063	0,001	0,052	0,090090565
DCXR__PIK3C2B	-1,067	-0,665	-2,365	-0,358	-0,623	-2,468	-2,219	0,195	0,187	0,078198113
MAP3K10__RELA	-1,090	-0,822	-2,034	-0,244	-0,467	-2,468	-1,815	0,056	0,139	0,111798458
MAPKAPK2__PRKCZ	-0,789	-1,211	-2,207	-0,324	-0,566	-2,465	-2,296	0,052	0,086	0,07327259
CD22__SLC16A5	-0,503	-1,334	-1,952	-0,293	-0,515	-2,463	-2,250	0,069	0,087	0,076221069
