Symbol	Gene_ID	Rank	RSA.p-value	FDR
NLGN2	57555	614	0.026706231	0.297871056
ERAP1	51752	615	0.026793881	0.297871056
OR2L3	391192	616	0.026846361	0.297871056
ABCC3	8714	617	0.026860526	0.297871056
SNAP23	8773	618	0.026942038	0.297871056
BSPRY	54836	619	0.02695685	0.297871056
YWHAQ	10971	620	0.026970896	0.297871056
ANXA1	301	621	0.027027339	0.297871056
RAB14	51552	622	0.027108067	0.297871056
BOC	91653	623	0.027172842	0.297871056
LANCL2	55915	624	0.027229497	0.297871056
CYP51A1	1595	625	0.027238301	0.297871056
BCL11B	64919	626	0.027305933	0.297871056
CRYZ	1429	627	0.02730839	0.297871056
WDR51A	25886	628	0.027352688	0.297871056
HRASLS2	54979	629	0.027359845	0.297871056
TRPS1	7227	630	0.027483786	0.297871056
TAPBP	6892	631	0.027489168	0.297871056
MAPK1	5594	632	0.027534497	0.297871056
CTRB1	1504	633	0.027585999	0.297871056
OXSM	54995	634	0.027637212	0.297871056
CEP55	55165	635	0.027667974	0.297871056
MYOG	4656	636	0.027682569	0.297871056
CRYZL1	9946	637	0.027751203	0.297871056
SLC25A32	81034	638	0.02782217	0.297871056
ALDH16A1	126133	639	0.027830625	0.297871056
FREQ	23413	640	0.027840982	0.297871056
HTR1E	3354	641	0.027973788	0.297871056
PIP5K1B	8395	642	0.028057453	0.297871056
YEATS4	8089	643	0.028085067	0.297871056
MAFG	4097	644	0.028090969	0.297871056
BCL2L2	599	645	0.028116685	0.297871056
RFWD3	55159	646	0.028126685	0.297871056
ANKRD37	353322	647	0.02819487	0.297871056
ATP2C2	9914	648	0.02827469	0.297871056
LRRC40	55631	649	0.02831817	0.297871056
KIF4A	24137	650	0.028319932	0.297871056
RGS2	5997	651	0.028339247	0.297871056
KLK3	354	652	0.028374308	0.297871056
ARMET	7873	653	0.028393582	0.297871056
PGLYRP4	57115	654	0.028422678	0.297871056
UBOX5	22888	655	0.028424467	0.297871056
KCNF1	3754	656	0.0285301	0.298154343
HDAC8	55869	657	0.028570649	0.298154343
MID1	4281	658	0.028581812	0.298154343
TRIM36	55521	659	0.028632377	0.298228582
GRIP2	80852	660	0.028699174	0.29847141
OPN4	94233	661	0.028789806	0.298961011
OFD1	8481	662	0.02886654	0.299305031
IRAK1	3654	663	0.029015222	0.300105637
CD274	29126	664	0.0290407	0.300105637
CPA5	93979	665	0.029094307	0.300105637
KDM4C	23081	666	0.029158055	0.300105637
WISP2	8839	667	0.029162363	0.300105637
EXOG	9941	668	0.02922048	0.300253555
ADRA1B	147	669	0.02931025	0.300725794
PTPRE	5791	670	0.029388707	0.301080724
SAFB	6294	671	0.029530928	0.30186585
CES1	1066	672	0.0295533	0.30186585
GLIPR1L1	256710	673	0.02962271	0.302125232
EMX2	2018	674	0.029675819	0.302217836
SLAMF9	89886	675	0.029788239	0.302913293
MOGS	7841	676	0.029868194	0.303277047
ATP7A	538	677	0.029993068	0.304095153
DIO3	1735	678	0.030161332	0.304814231
WRN	7486	679	0.030169541	0.304814231
AKAP14	158798	680	0.030197214	0.304814231
UGT1A1	54658	681	0.030269776	0.304960405
UBQLNL	143630	682	0.030323083	0.304960405
FRS2	10818	683	0.030344982	0.304960405
RASEF	158158	684	0.030444133	0.305509545
FBXW9	84261	685	0.030531068	0.305934673
VDAC2	7417	686	0.030640468	0.305944148
P4HA3	283208	687	0.030644424	0.305944148
MIF	4282	688	0.030688869	0.305944148
KLK14	43847	689	0.030788185	0.305944148
MED26	9441	690	0.03086587	0.305944148
PLCG1	5335	691	0.030876233	0.305944148
AKAP7	9465	692	0.030943116	0.305944148
NETO2	81831	693	0.030976598	0.305944148
FGB	2244	694	0.031012411	0.305944148
RPS6KA2	6196	695	0.031071114	0.305944148
LBP	3929	696	0.031159259	0.305944148
ING5	84289	697	0.031197446	0.305944148
TGFBR3	7049	698	0.031218084	0.305944148
FN1	2335	699	0.031231237	0.305944148
TAOK2	9344	700	0.031240793	0.305944148
HSD11B2	3291	701	0.031314834	0.305944148
TIMP4	7079	702	0.031319925	0.305944148
CLDN4	1364	703	0.03133588	0.305944148
MLLT1	4298	704	0.031378887	0.305944148
IL17RC	84818	705	0.031601637	0.307678917
SPHKAP	80309	706	0.031674136	0.307838058
BAG1	573	707	0.031749708	0.307838058
KIF1A	547	708	0.031752527	0.307838058
PRDM2	7799	709	0.031829301	0.30814714
TAPBPL	55080	710	0.031969318	0.308798498
NRGN	4900	711	0.031987254	0.308798498
HSD17B11	51170	712	0.032067803	0.308798498
PTPLB	201562	713	0.032076534	0.308798498
RIPK2	8767	714	0.032165693	0.308962723
CXADR	1525	715	0.032223157	0.308962723
MSH2	4436	716	0.032264433	0.308962723
EDA2R	60401	717	0.032404834	0.308962723
LETMD1	25875	718	0.032505555	0.308962723
CACNA1H	8912	719	0.032537976	0.308962723
HSPA14	51182	720	0.032559479	0.308962723
INHBE	83729	721	0.032604356	0.308962723
CHKB	1120	722	0.032608496	0.308962723
DLG4	1742	723	0.032627567	0.308962723
SCGB1A1	7356	724	0.032635358	0.308962723
MGC52282	124221	725	0.032814939	0.308962723
BAZ2A	11176	726	0.032824794	0.308962723
FBXO40	51725	727	0.032830661	0.308962723
CXCL1	2919	728	0.032837025	0.308962723
MAGI3	260425	729	0.032854882	0.308962723
MAP3K5	4217	730	0.032945219	0.308962723
KPNA6	23633	731	0.03297296	0.308962723
FOXN1	8456	732	0.033001923	0.308962723
SPAG5	10615	733	0.033065837	0.308962723
TLL2	7093	734	0.033070937	0.308962723
ITGA2B	3674	735	0.033083858	0.308962723
PHF10	55274	736	0.033258965	0.310176
SULF2	55959	737	0.033459183	0.310559732
GJB1	2705	738	0.033580623	0.310559732
CTDSPL	10217	739	0.033591613	0.310559732
SHH	6469	740	0.033638219	0.310559732
NOS3	4846	741	0.033652152	0.310559732
PLA2G2A	5320	742	0.033886356	0.310559732
PTGIS	5740	743	0.033976634	0.310559732
BMP8B	656	744	0.034017569	0.310559732
DNASE1	1773	745	0.034033702	0.310559732
PEX1	5189	746	0.034098892	0.310559732
VN1R5	317705	747	0.034129487	0.310559732
IP6K2	51447	748	0.034181032	0.310559732
UBAP2L	9898	749	0.034193838	0.310559732
SLC6A4	6532	750	0.034349391	0.310559732
SSPN	8082	751	0.034351872	0.310559732
MS4A1	931	752	0.034373364	0.310559732
KIF13B	23303	753	0.034385355	0.310559732
VIPR2	7434	754	0.034404025	0.310559732
TRPM1	4308	755	0.034537092	0.310559732
KIAA1161	57462	756	0.034561328	0.310559732
NEDD4L	23327	757	0.034591584	0.310559732
TRAF2	7186	758	0.034635534	0.310559732
ITFG2	55846	759	0.034637609	0.310559732
SERPING1	710	760	0.034755688	0.310559732
ACVR2A	92	761	0.034770182	0.310559732
RAB6B	51560	762	0.034772577	0.310559732
SGPP1	81537	763	0.034805605	0.310559732
TREM1	54210	764	0.034840953	0.310559732
KIAA1524	57650	765	0.034877551	0.310559732
TERT	7015	766	0.034890937	0.310559732
GULP1	51454	767	0.034903598	0.310559732
RNF34	80196	768	0.034917427	0.310559732
MIP	4284	769	0.034926393	0.310559732
DOK3	79930	770	0.034929158	0.310559732
RBL2	5934	771	0.034938611	0.310559732
CAT	847	772	0.034958683	0.310559732
IFNGR2	3460	773	0.034991007	0.310559732
FAM63B	54629	774	0.035052903	0.310559732
RP6-213H19.1	51765	775	0.035064655	0.310559732
MPZ	4359	776	0.035183654	0.310660996
NEO1	4756	777	0.035208229	0.310660996
OGG1	4968	778	0.035211867	0.310660996
PTPRC	5788	779	0.035282031	0.310880437
UQCRC2	7385	780	0.035410749	0.311242048
ARSA	410	781	0.035425283	0.311242048
MTMR7	9108	782	0.03550624	0.311242048
ABCC2	1244	783	0.035528876	0.311242048
C6	729	784	0.035549791	0.311242048
IDE	3416	785	0.035665192	0.311451129
PRB1	5542	786	0.035714858	0.311451129
BPIL3	128859	787	0.035742857	0.311451129
FGF6	2251	788	0.035789455	0.311451129
GNRH2	2797	789	0.035800545	0.311451129
IFNA16	3449	790	0.035876633	0.311640994
NR1I2	8856	791	0.035955757	0.311640994
CYP7B1	9420	792	0.036001813	0.311640994
DGKI	9162	793	0.036051465	0.311640994
SERPINA6	866	794	0.03608815	0.311640994
RNF19A	25897	795	0.036094783	0.311640994
RGS4	5999	796	0.036159228	0.311805202
KCNJ2	3759	797	0.036340076	0.312971495
AHSG	197	798	0.036400013	0.313087641
NGF	4803	799	0.036504333	0.313087641
ADH1A	124	800	0.036516599	0.313087641
TRPC7	57113	801	0.036536014	0.313087641
HMGCR	3156	802	0.036681088	0.313564761
PPP1R12C	54776	803	0.036683057	0.313564761
ZNF71	58491	804	0.03678124	0.313762922
ADCY8	114	805	0.036797662	0.313762922
ROR1	4919	806	0.036977093	0.314774205
TDG	6996	807	0.037046234	0.314774205
LTA	4049	808	0.03705384	0.314774205
MOS	4342	809	0.037122172	0.314830166
BRPF1	7862	810	0.037280419	0.314830166
GSTO1	9446	811	0.037357179	0.314830166
NSUN6	221078	812	0.037396017	0.314830166
SRD5A2	6716	813	0.037408061	0.314830166
PDE7B	27115	814	0.037434609	0.314830166
FKBP1B	2281	815	0.037512813	0.314830166
MGMT	4255	816	0.037522199	0.314830166
HEY1	23462	817	0.037524774	0.314830166
NCK1	4690	818	0.037535832	0.314830166
KLC4	89953	819	0.037564963	0.314830166
KCNIP1	30820	820	0.037711888	0.315676097
SENP1	29843	821	0.037759396	0.315688787
ABCA1	19	822	0.037823377	0.315839002
TRIB2	28951	823	0.037887405	0.315941136
TP53	7157	824	0.037984053	0.315941136
RASD2	23551	825	0.038005689	0.315941136
PKIA	5569	826	0.038019723	0.315941136
GRIA4	2893	827	0.038187025	0.31694769
CEACAM1	634	828	0.038304732	0.317540677
UCP2	7351	829	0.038446263	0.318329492
HTRA4	203100	830	0.038562533	0.318392976
ANXA2	302	831	0.038575232	0.318392976
ZMYM2	7750	832	0.038593088	0.318392976
GPR132	29933	833	0.038691714	0.318732372
DKK2	27123	834	0.038737432	0.318732372
DHCR24	1718	835	0.038773533	0.318732372
CD8A	925	836	0.038845796	0.31894443
AQP7	364	837	0.038963157	0.319202686
ITM2B	9445	838	0.039002956	0.319202686
PNLIP	5406	839	0.039080378	0.319202686
NEUROG1	4762	840	0.039099364	0.319202686
CD82	3732	841	0.039170178	0.319202686
PRLR	5618	842	0.039190169	0.319202686
FOXK2	3607	843	0.03924239	0.319202686
TGM7	116179	844	0.039290629	0.319202686
LHPP	64077	845	0.039326958	0.319202686
CDC42	998	846	0.039361133	0.319202686
RNF125	54941	847	0.039388793	0.319202686
CATSPER2	117155	848	0.039560926	0.319791394
LIN7A	8825	849	0.039576765	0.319791394
PPP3CC	5533	850	0.039601207	0.319791394
KLF6	1316	851	0.039684214	0.319880035
OR8D1	283159	852	0.039719371	0.319880035
SETD1A	9739	853	0.039767079	0.319880035
LIF	3976	854	0.03981105	0.319880035
OR2J2	26707	855	0.039884487	0.319880035
PILRB	29990	856	0.039913752	0.319880035
SRPX2	27286	857	0.040002669	0.319880035
RTN4RL2	349667	858	0.040013199	0.319880035
DDI2	84301	859	0.040031607	0.319880035
ADAM33	80332	860	0.040207048	0.320667226
LGR6	59352	861	0.040223555	0.320667226
GRM5	2915	862	0.04038798	0.321604518
PDGFB	5155	863	0.040474952	0.321618345
TNFRSF10D	8793	864	0.040483428	0.321618345
C20orf12	55184	865	0.040589688	0.321838322
NTS	4922	866	0.040647446	0.321838322
DCTN1	1639	867	0.040651781	0.321838322
KCNQ4	9132	868	0.040717835	0.321846159
METTL5	29081	869	0.040750879	0.321846159
NPR3	4883	870	0.040793438	0.321846159
CAMK1D	57118	871	0.040995953	0.323044631
UBE2V2	7336	872	0.041052016	0.323044631
SLC6A17	388662	873	0.041086533	0.323044631
NRG1	3084	874	0.041135201	0.323057231
RPS6KC1	26750	875	0.041280802	0.323614903
RORB	6096	876	0.041336224	0.323614903
RAB3B	5865	877	0.04134765	0.323614903
CARD6	84674	878	0.041408161	0.323696979
IL13RA2	3598	879	0.041452454	0.323696979
IL17A	3605	880	0.041506812	0.3237019
LDLRAP1	26119	881	0.041547403	0.3237019
COL5A2	1290	882	0.041683803	0.323870829
KISS1	3814	883	0.041747291	0.323870829
SLC24A5	283652	884	0.041753671	0.323870829
KCNJ9	3765	885	0.041757821	0.323870829
SLC6A13	6540	886	0.041948148	0.32476536
SNCA	6622	887	0.041977597	0.32476536
ARSG	22901	888	0.042015099	0.32476536
FBXO11	80204	889	0.042329284	0.326825878
CYP3A5	1577	890	0.042410591	0.326853904
VIP	7432	891	0.042428151	0.326853904
HSF4	3299	892	0.042513032	0.326969281
MAP3K11	4296	893	0.042550998	0.326969281
TXNDC3	51314	894	0.042586034	0.326969281
MNX1	3110	895	0.042697352	0.327425287
AKR1C2	1646	896	0.04274083	0.327425287
FBXO34	55030	897	0.042843689	0.327656403
HERPUD1	9709	898	0.04286647	0.327656403
MRGPRX2	117194	899	0.04299001	0.328235182
SIAH2	6478	900	0.043211004	0.32867178
FLJ35220	284131	901	0.043282601	0.32867178
EYA1	2138	902	0.043295861	0.32867178
FAAH	2166	903	0.043313563	0.32867178
OR8G5	219865	904	0.043363725	0.32867178
EPB41	2035	905	0.043371531	0.32867178
ADAR	103	906	0.043431635	0.32867178
ADRA1A	148	907	0.043468249	0.32867178
MED16	10025	908	0.043512965	0.32867178
METTL1	4234	909	0.043565098	0.32867178
FOLH1	2346	910	0.043628116	0.32867178
PGLYRP1	8993	911	0.043662772	0.32867178
UBE2S	27338	912	0.043669677	0.32867178
ELA2A	63036	913	0.043748455	0.328904047
TKT	7086	914	0.043804802	0.328915578
XPO1	7514	915	0.043910743	0.328915578
ADRA1D	146	916	0.044010702	0.328915578
SLK	9748	917	0.044013784	0.328915578
REEP1	65055	918	0.044062782	0.328915578
EAF1	85403	919	0.044077327	0.328915578
TIE1	7075	920	0.044159971	0.328915578
HMGCS2	3158	921	0.044179239	0.328915578
MBD1	4152	922	0.044207586	0.328915578
FGF4	2249	923	0.044305431	0.328915578
COL8A2	1296	924	0.044306141	0.328915578
GABRG1	2565	925	0.044325016	0.328915578
AP3S1	1176	926	0.044390094	0.329012548
41335	51257	927	0.044452293	0.329012548
KDM5C	8242	928	0.044481883	0.329012548
TRDMT1	1787	929	0.044642142	0.329278592
DICER1	23405	930	0.044658759	0.329278592
TMX4	56255	931	0.044661767	0.329278592
FBXO30	84085	932	0.044770111	0.329723221
G2E3	55632	933	0.044890652	0.33025663
PITPNM3	83394	934	0.044956611	0.330387771
ASNSD1	54529	935	0.045036737	0.330622634
SEMA6D	80031	936	0.045104428	0.330765805
KEL	3792	937	0.045182807	0.33078358
CYP19A1	1588	938	0.045237774	0.33078358
GRIA3	2892	939	0.045251425	0.33078358
SCN10A	6336	940	0.045386102	0.331415111
KIAA0664	23277	941	0.045559293	0.331718164
RYR3	6263	942	0.045579891	0.331718164
PPP1R14A	94274	943	0.045593965	0.331718164
PIP4K2A	5305	944	0.045620913	0.331718164
TRIP11	9321	945	0.04572049	0.331759017
TNFAIP3	7128	946	0.045778517	0.331759017
SLC19A2	10560	947	0.045981998	0.331759017
PAPSS1	9061	948	0.046010904	0.331759017
SGCB	6443	949	0.046011116	0.331759017
NUDT9	53343	950	0.046045722	0.331759017
DSP	1832	951	0.046058869	0.331759017
RANBP10	57610	952	0.04610918	0.331759017
GPR64	10149	953	0.046179495	0.331759017
GNAI3	2773	954	0.046193443	0.331759017
BMP2K	55589	955	0.04620963	0.331759017
CASP14	23581	956	0.046220225	0.331759017
RGS19	10287	957	0.046254863	0.331759017
GPR31	2853	958	0.046359585	0.331888835
SENP3	26168	959	0.046424327	0.331888835
GPR112	139378	960	0.046451239	0.331888835
SIN3A	25942	961	0.046466371	0.331888835
RAB36	9609	962	0.046569329	0.332278456
ETFB	2109	963	0.046654824	0.332542795
OVCH2	341277	964	0.046709382	0.332586305
SMPD1	6609	965	0.046769553	0.33266965
ROM1	6094	966	0.046834811	0.332788968
PTTG1	9232	967	0.046990023	0.333330365
SEPN1	57190	968	0.047105257	0.333330365
CETP	1071	969	0.047130611	0.333330365
HMGCS1	3157	970	0.047220549	0.333330365
SLC25A12	8604	971	0.047273668	0.333330365
PSMA1	5682	972	0.047341826	0.333330365
ADCY6	112	973	0.047363145	0.333330365
STAP1	26228	974	0.04741232	0.333330365
ANGPTL6	83854	975	0.04742716	0.333330365
GGA3	23163	976	0.047553441	0.333330365
AXIN1	8312	977	0.047588749	0.333330365
SMAD3	4088	978	0.047649117	0.333330365
GPR172A	79581	979	0.047663418	0.333330365
BST2	684	980	0.04769474	0.333330365
BCAT1	586	981	0.047766158	0.333330365
BTK	695	982	0.04780083	0.333330365
CPT1A	1374	983	0.047843456	0.333330365
PKN2	5586	984	0.047954937	0.333330365
ADORA3	140	985	0.047959635	0.333330365
NAMPT	10135	986	0.047977332	0.333330365
NEK11	79858	987	0.048018324	0.333330365
TOR1A	1861	988	0.048075912	0.333330365
RNF151	146310	989	0.048100604	0.333330365
NDUFV2	4729	990	0.048100671	0.333330365
TRIM16L	147166	991	0.048125057	0.333330365
G6PC2	57818	992	0.048190681	0.333448422
TMX3	54495	993	0.048306676	0.333914425
DNMT3B	1789	994	0.04838717	0.334134341
TUBE1	51175	995	0.048492595	0.334525801
IFNGR1	3459	996	0.048741159	0.335714123
RP1	6101	997	0.048762672	0.335714123
SLC13A3	64849	998	0.048829091	0.335752491
CKS2	1164	999	0.048974393	0.335752491
GNA12	2768	1000	0.048974725	0.335752491
BOK	666	1001	0.049011301	0.335752491
HSD17B7	51478	1002	0.04901282	0.335752491
CCR6	1235	1003	0.049157136	0.336254575
USP11	8237	1004	0.04918409	0.336254575
FOLR2	2350	1005	0.049411526	0.33653581
DYRK1B	9149	1006	0.049440002	0.33653581
TLR4	7099	1007	0.049472624	0.33653581
KIFC1	3833	1008	0.049475895	0.33653581
UBLCP1	134510	1009	0.049491454	0.33653581
BCS1L	617	1010	0.049519401	0.33653581
KIAA1109	84162	1011	0.049641662	0.336818413
EZH1	2145	1012	0.049659125	0.336818413
COQ3	51805	1013	0.049806118	0.336926743
SORT1	6272	1014	0.049848164	0.336926743
MYST2	11143	1015	0.049848177	0.336926743
SREBF1	6720	1016	0.049871441	0.336926743
RYR2	6262	1017	0.049943501	0.336989617
NOX4	50507	1018	0.049978938	0.336989617
SIGLEC8	27181	1019	0.050139194	0.337738398
TAPT1	202018	1020	0.050382992	0.339015454
POLR1C	9533	1021	0.050427561	0.339015454
PSMC3IP	29893	1022	0.050485345	0.339071828
PLA2G2D	26279	1023	0.050575594	0.339238078
BARD1	580	1024	0.050608944	0.339238078
OR2W1	26692	1025	0.050721027	0.339657687
THBS4	7060	1026	0.050821129	0.339996325
MTMR3	8897	1027	0.050948873	0.34051905
ETV6	2120	1028	0.051110533	0.34094721
SNUPN	10073	1029	0.051119499	0.34094721
DPYS	1807	1030	0.051175582	0.34094721
DUSP18	150290	1031	0.051211622	0.34094721
MICB	4277	1032	0.051302593	0.341221898
FRK	2444	1033	0.05146178	0.341894585
GPR83	10888	1034	0.051503351	0.341894585
STYK1	55359	1035	0.051593275	0.341982839
VN1R4	317703	1036	0.051616291	0.341982839
NPTN	27020	1037	0.051713702	0.342132655
NPR2	4882	1038	0.051738592	0.342132655
GADD45B	4616	1039	0.051911674	0.342145297
ZNRF1	84937	1040	0.051913111	0.342145297
SIRT6	51548	1041	0.051942247	0.342145297
KIF20A	10112	1042	0.052092809	0.342145297
FXN	2395	1043	0.052141808	0.342145297
ADORA1	134	1044	0.05217444	0.342145297
HTR1D	3352	1045	0.05219899	0.342145297
SLC25A31	83447	1046	0.052208323	0.342145297
NFX1	4799	1047	0.052227661	0.342145297
OR2H1	26716	1048	0.05228021	0.342145297
WNK3	65267	1049	0.05231969	0.342145297
NR1H2	7376	1050	0.05233866	0.342145297
XRCC6	2547	1051	0.052464923	0.342323783
TACSTD2	4070	1052	0.052465708	0.342323783
TREX2	11219	1053	0.052610139	0.342417251
FBXO31	79791	1054	0.052750936	0.342417251
ALDH4A1	8659	1055	0.052755338	0.342417251
BID	637	1056	0.05275548	0.342417251
NPFF	8620	1057	0.052757588	0.342417251
CDK5R1	8851	1058	0.052779349	0.342417251
MTMR6	9107	1059	0.05295363	0.343091856
TREML2	79865	1060	0.053045687	0.343091856
RIPK4	54101	1061	0.053072454	0.343091856
EDN1	1906	1062	0.053083268	0.343091856
C11orf24	53838	1063	0.053190836	0.343463686
HTR7	3363	1064	0.053268273	0.343640438
TRIM15	89870	1065	0.053453547	0.34423973
SRMS	6725	1066	0.053481085	0.34423973
THBS3	7059	1067	0.053626184	0.34423973
ARRB1	408	1068	0.053764173	0.34423973
MDGA1	266727	1069	0.053771267	0.34423973
PPARGC1B	133522	1070	0.053782332	0.34423973
ATOH1	474	1071	0.05379509	0.34423973
CASK	8573	1072	0.05384578	0.34423973
TOP3A	7156	1073	0.053861604	0.34423973
CLTCL1	8218	1074	0.053862685	0.34423973
EPO	2056	1075	0.053964197	0.344567673
FGF7	2252	1076	0.054099769	0.345112281
ATP7B	540	1077	0.054234626	0.345403967
PI4K2B	55300	1078	0.054271938	0.345403967
PRSS27	83886	1079	0.05444897	0.345403967
ANG	283	1080	0.05447391	0.345403967
UBQLN4	56893	1081	0.054496429	0.345403967
UBB	7314	1082	0.054547261	0.345403967
HTRA2	27429	1083	0.054570818	0.345403967
NRP2	8828	1084	0.05459179	0.345403967
CXCL9	4283	1085	0.054641412	0.345403967
BMP7	655	1086	0.054757965	0.345403967
NENF	29937	1087	0.054764346	0.345403967
IFNAR2	3455	1088	0.054832852	0.345403967
RAP1B	5908	1089	0.054832898	0.345403967
41334	55016	1090	0.054849989	0.345403967
TGFB1	7040	1091	0.054952893	0.345513297
SLC25A45	283130	1092	0.055130013	0.345513297
FBXO3	26273	1093	0.055138968	0.345513297
ASB3	51130	1094	0.055245793	0.345513297
IPO5	3843	1095	0.055273118	0.345513297
SPRYD3	84926	1096	0.055358625	0.345513297
CALM2	805	1097	0.055366075	0.345513297
DDB2	1643	1098	0.055383219	0.345513297
PDCD1	5133	1099	0.055433898	0.345513297
TMEM158	25907	1100	0.055497134	0.345513297
BCL2L10	10017	1101	0.055510957	0.345513297
MARK3	4140	1102	0.055655823	0.345513297
SIVA1	10572	1103	0.055676359	0.345513297
TOP1MT	116447	1104	0.055713386	0.345513297
OAS2	4939	1105	0.05576667	0.345513297
MSLN	10232	1106	0.055773156	0.345513297
NONO	4841	1107	0.055852682	0.345513297
BCL2L11	10018	1108	0.055918977	0.345513297
EGR2	1959	1109	0.055946794	0.345513297
FLT3LG	2323	1110	0.055962004	0.345513297
GNAI1	2770	1111	0.055972512	0.345513297
TAS1R1	80835	1112	0.055999805	0.345513297
ACAD11	84129	1113	0.056036987	0.345513297
MUT	4594	1114	0.056075439	0.345513297
STK17A	9263	1115	0.056217633	0.345976648
SATB1	6304	1116	0.056251448	0.345976648
TSHR	7253	1117	0.056379902	0.346106442
NF2	4771	1118	0.056406903	0.346106442
OR7E91P	79315	1119	0.056481911	0.346106442
TRIM16	10626	1120	0.056517794	0.346106442
ADD1	118	1121	0.056524668	0.346106442
IRAK3	11213	1122	0.056716205	0.346856985
ACCN1	40	1123	0.05681415	0.346856985
SPR	6697	1124	0.056829884	0.346856985
LMNA	4000	1125	0.056935722	0.346856985
GNG12	55970	1126	0.056948641	0.346856985
CAV2	858	1127	0.05695636	0.346856985
FOXO3	2309	1128	0.057100638	0.346856985
HK3	3101	1129	0.057103565	0.346856985
GFI1	2672	1130	0.057147518	0.346856985
RFK	55312	1131	0.057171737	0.346856985
SOCS6	9306	1132	0.057248247	0.346856985
TGFBR2	7048	1133	0.057253637	0.346856985
CDC20	991	1134	0.057392913	0.34739414
PCDH17	27253	1135	0.057514815	0.347539398
MMD2	221938	1136	0.057537345	0.347539398
EPB41L1	2036	1137	0.057590657	0.347539398
PLA2G2F	64600	1138	0.057682195	0.347539398
HACE1	57531	1139	0.057711786	0.347539398
HOXC13	3229	1140	0.057785645	0.347539398
XRCC5	7520	1141	0.057826676	0.347539398
VIPR1	7433	1142	0.057826811	0.347539398
